"Ground Speed","ABS Enabled","ABS Active","TC Enabled","TC Active","In Pit","Engine Limiter","CG Accel Lateral","CG Accel Vertical","CG Accel Longitudinal","Lap Time","Session Lap Count","Throttle Pos","Brake Pos","Clutch Pos","Engine RPM","Steering Angle","Gear","CG Height","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Camber FL","Tire Camber FR","Tire Camber RL","Tire Camber RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","Car Pos Norm","Car Pitch Angle","Car Coord X","Car Coord Z","Car Coord Y","Raw Data Sampl Rate","Sampl Clock"
"km/h","","","","","","","G","G","G","s","","%","%","%","rpm","deg","","mm","rad/s","rad/s","rad/s","rad/s","deg","deg","deg","deg","%","%","%","%","N","N","N","N","","","","","deg","deg","deg","deg","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","","deg","m","m","m","Hz",""


"225.7","1","0","0","0","0","0","0.02","-0.26","0.18","33.850","10","100.0","0.0","100.0","7319","-0.5","7","368.21","185.4","185.5","183.0","181.9","0.00","0.09","-0.05","0.11","-0.1","-0.1","2.0","1.3","3097","3010","4796","4949","0.00","0.00","0.00","0.00","-4.23","-4.25","-3.42","-3.38","340.0","340.0","352.5","352.5","332.9","333.0","342.0","341.6","22.8","22.6","59.2","59.6","0.26","0.00","-40.4","3.3","-490.5","62.5","1"
"226.9","1","0","0","0","0","0","0.11","0.16","0.18","34.050","10","100.0","0.0","100.0","7353","-2.5","7","359.24","187.0","187.2","183.9","182.8","0.07","0.25","-0.03","0.15","-0.1","-0.1","1.7","0.9","4326","4615","5875","6517","0.00","0.00","0.00","0.00","-4.40","-4.32","-3.58","-3.44","340.0","340.0","352.5","352.5","330.1","329.2","339.6","338.2","28.8","29.9","63.4","64.2","0.27","0.00","-30.9","3.3","-498.8","62.5","1"
"228.0","1","0","0","0","0","0","0.10","-0.02","0.16","34.250","10","100.0","0.0","100.0","7394","0.3","7","361.58","187.9","188.2","184.9","183.8","0.02","0.18","0.04","0.22","-0.1","-0.1","1.9","1.2","4437","4796","4864","5250","0.00","0.00","0.00","0.00","-4.40","-4.25","-3.52","-3.43","340.0","340.0","352.5","352.5","329.8","328.8","341.9","341.0","27.0","28.2","61.6","62.7","0.27","0.00","-21.4","3.2","-507.1","62.5","1"
"229.2","1","0","0","0","0","0","0.01","0.14","0.17","34.450","10","100.0","0.0","100.0","7430","0.8","7","359.55","189.1","189.2","185.9","184.7","-0.12","0.09","-0.10","0.11","-0.1","-0.1","1.7","1.0","4743","4979","5696","5776","0.00","0.00","0.00","0.00","-4.43","-4.30","-3.48","-3.45","340.0","340.0","352.5","352.5","329.1","328.4","340.0","339.8","29.5","30.3","61.8","62.2","0.27","0.00","-11.8","3.1","-515.4","62.5","1"
"230.3","1","0","0","0","0","0","-0.04","0.09","0.16","34.650","10","100.0","0.0","100.0","7472","0.3","7","361.14","190.4","190.4","186.9","185.7","-0.15","0.03","-0.16","0.03","-0.1","-0.1","1.9","1.2","5362","5491","5204","5258","0.00","0.00","0.00","0.00","-4.32","-4.35","-3.37","-3.37","340.0","340.0","352.5","352.5","327.7","327.2","341.1","341.0","28.1","27.7","58.5","58.3","0.27","0.00","-2.1","3.1","-523.8","62.5","1"
"231.4","1","0","0","0","0","0","0.01","-0.19","0.15","34.850","10","100.0","0.0","100.0","7517","-0.5","7","363.62","190.7","190.8","187.9","186.9","-0.09","0.07","-0.12","0.08","-0.0","-0.0","2.2","1.6","4113","4344","4149","4201","0.00","0.00","0.00","0.00","-4.36","-4.30","-3.40","-3.41","340.0","340.0","352.5","352.5","330.6","329.8","343.4","343.3","27.7","27.8","59.9","59.4","0.28","0.00","7.6","3.0","-532.2","62.5","1"
"232.6","1","0","0","0","0","0","0.02","-0.16","0.15","35.050","10","100.0","0.0","100.0","7542","0.1","7","362.37","191.6","191.6","188.6","187.5","-0.05","0.10","-0.07","0.13","-0.1","-0.1","1.9","1.4","4196","4139","4629","4676","0.00","0.00","0.00","0.00","-4.32","-4.30","-3.47","-3.44","340.0","340.0","352.5","352.5","330.4","330.3","342.4","342.3","26.6","26.8","61.2","61.7","0.28","0.00","17.3","2.9","-540.6","62.5","1"
"233.7","1","0","0","0","0","0","0.05","-0.03","0.19","35.250","10","100.0","0.0","100.0","7582","-0.8","7","361.70","192.7","192.8","189.6","188.5","-0.01","0.14","-0.05","0.12","-0.0","-0.0","1.8","1.2","4325","4428","5338","5509","0.00","0.00","0.00","0.00","-4.34","-4.29","-3.42","-3.36","340.0","340.0","352.5","352.5","330.1","329.7","340.8","340.4","26.8","27.3","58.7","59.2","0.28","0.00","27.1","2.8","-549.1","62.5","1"
"234.8","1","0","0","0","0","0","-0.01","0.22","0.18","35.450","10","100.0","0.0","100.0","7614","2.6","7","356.40","193.8","193.8","190.5","189.2","-0.17","0.01","-0.07","0.14","-0.0","-0.0","1.5","0.9","4688","4656","6497","6521","0.00","0.00","0.00","0.00","-4.39","-4.35","-3.46","-3.45","340.0","340.0","352.5","352.5","329.3","329.1","338.3","338.2","29.9","29.9","61.5","61.6","0.28","0.00","36.9","2.6","-557.6","62.5","1"
"235.9","1","0","0","0","0","0","-0.11","-0.15","0.14","35.650","10","100.0","0.0","100.0","7653","0.3","7","360.33","194.6","194.4","191.4","190.3","-0.21","-0.04","-0.22","-0.04","-0.1","-0.1","1.9","1.5","4695","4286","4690","4294","0.00","0.00","0.00","0.00","-4.28","-4.39","-3.37","-3.48","340.0","340.0","352.5","352.5","329.2","330.0","342.3","343.1","28.3","27.1","61.0","59.8","0.28","0.00","46.8","2.5","-566.2","62.5","1"
"237.0","1","0","0","0","0","0","-0.04","-0.14","0.16","35.850","10","100.0","0.0","100.0","7687","-0.2","7","360.77","195.3","195.3","192.2","191.1","-0.12","0.04","-0.14","0.05","-0.1","-0.1","1.9","1.4","4358","4168","4771","4717","0.00","0.00","0.00","0.00","-4.28","-4.36","-3.39","-3.41","340.0","340.0","352.5","352.5","330.0","330.3","342.1","342.2","27.1","26.4","59.9","59.4","0.29","0.00","56.7","2.3","-574.8","62.5","1"
"238.1","1","0","0","0","0","0","0.02","0.01","0.15","36.050","10","100.0","0.0","100.0","7716","-0.5","7","356.77","196.4","196.5","192.9","191.9","-0.07","0.14","-0.09","0.12","-0.0","-0.1","1.8","1.2","4761","4748","5204","5186","0.00","0.00","0.00","0.00","-4.39","-4.38","-3.48","-3.48","340.0","340.0","352.5","352.5","329.1","328.9","341.2","341.2","31.3","31.4","62.6","62.6","0.29","0.00","66.7","2.1","-583.5","62.5","1"
"239.1","1","0","0","0","0","0","0.10","-0.11","0.16","36.250","10","100.0","0.0","100.0","7749","-1.9","7","358.80","196.9","197.0","193.7","192.7","0.06","0.23","-0.02","0.17","-0.1","-0.1","1.8","1.1","3947","4115","4932","5410","0.00","0.00","0.00","0.00","-4.39","-4.32","-3.55","-3.43","340.0","340.0","352.5","352.5","331.0","330.4","341.8","340.7","28.4","29.5","62.6","63.4","0.29","0.00","76.7","2.0","-592.1","62.5","1"
"233.7","1","0","0","0","0","0","0.13","0.02","-2.04","36.450","10","0.0","100.0","100.0","7245","-1.9","7","357.08","176.1","179.3","180.3","181.0","0.02","0.38","0.03","0.23","-9.5","-8.0","-2.6","-2.4","7430","7857","2594","2964","0.00","0.00","0.00","0.00","-4.54","-4.38","-3.36","-3.21","340.0","340.0","352.5","352.5","323.0","321.7","346.9","346.0","34.8","36.5","54.2","56.0","0.29","0.00","86.7","1.8","-600.8","62.5","1"
"219.3","1","0","0","0","0","0","0.23","-0.05","-1.90","36.650","10","0.0","100.0","100.0","6781","-4.3","7","362.70","161.3","165.8","169.1","169.1","0.20","0.67","0.21","0.41","-10.5","-8.5","-2.9","-3.1","5862","6561","3055","3751","0.00","0.00","0.00","0.00","-4.63","-4.38","-3.10","-2.81","340.0","340.0","352.5","352.5","326.6","324.7","345.8","344.3","37.6","40.4","39.7","43.5","0.30","0.00","96.3","1.7","-609.0","62.5","1"
"205.9","1","1","0","0","0","0","0.49","-0.11","-1.69","36.850","10","80.0","90.0","100.0","7549","-12.9","1","366.45","131.1","159.2","157.5","159.9","0.83","1.28","0.56","0.76","-22.3","-7.2","-3.3","-2.4","5356","7370","1965","3221","0.00","0.00","0.00","0.00","-4.78","-4.18","-3.15","-2.58","340.0","340.0","352.5","352.5","327.8","322.9","348.2","345.5","34.0","40.5","33.3","41.6","0.30","0.00","105.3","1.5","-616.6","62.5","1"
"194.9","1","1","0","0","0","0","0.79","-0.04","-1.53","37.050","10","0.0","84.0","100.0","7049","-18.7","6","366.78","131.1","151.0","149.8","151.5","1.70","2.05","1.14","1.31","-19.2","-6.8","-2.7","-2.6","4122","7175","2098","4186","0.00","0.00","0.00","0.00","-4.88","-3.97","-3.47","-2.43","340.0","340.0","352.5","352.5","330.6","323.4","347.9","343.4","28.4","39.7","33.5","49.0","0.30","0.00","113.9","1.4","-623.6","62.5","1"
"183.9","1","1","0","0","0","0","0.88","-0.24","-1.30","37.250","10","0.0","82.3","100.0","6560","-21.9","6","370.58","113.3","141.5","138.0","142.4","2.44","2.75","1.98","2.14","-25.0","-7.1","-4.6","-2.9","3026","6731","1260","3693","0.00","0.00","0.00","0.00","-5.00","-3.81","-3.57","-2.24","340.0","340.0","352.5","352.5","333.1","324.4","349.8","344.4","25.0","39.8","28.6","49.7","0.30","0.00","122.3","1.3","-629.9","62.5","1"
"173.9","1","1","0","0","0","0","1.50","0.06","-1.20","37.450","10","28.8","74.2","100.0","8679","-29.1","1","367.58","112.1","137.9","130.9","137.4","3.26","3.55","2.63","2.79","-21.0","-5.2","-4.3","-1.5","2298","8978","1637","5541","0.00","0.00","0.00","0.00","-5.34","-3.47","-3.90","-1.97","340.0","340.0","352.5","352.5","334.8","319.3","348.9","340.4","23.6","43.7","26.0","55.5","0.30","0.00","130.4","1.2","-635.6","62.5","1"
"165.7","1","1","0","0","0","0","1.51","0.08","-1.22","37.650","10","0.0","62.2","100.0","7097","-36.7","5","369.11","125.6","132.1","123.7","129.1","3.51","3.76","2.15","2.29","-7.2","-4.6","-5.1","-2.5","3522","9016","678","4930","0.00","0.00","0.00","0.00","-5.09","-3.65","-3.68","-2.04","340.0","340.0","352.5","352.5","332.0","319.2","351.0","341.7","22.4","40.0","27.2","48.9","0.30","0.00","138.4","1.0","-640.7","62.5","1"
"157.5","1","1","0","0","0","0","1.62","0.01","-1.03","37.850","10","0.0","44.1","100.0","6793","-54.8","5","370.04","115.3","126.3","118.7","123.2","4.75","4.94","3.20","3.33","-9.6","-4.1","-3.7","-2.6","2774","8112","1314","5116","0.00","0.00","0.00","0.00","-4.98","-3.73","-3.70","-2.00","340.0","340.0","352.5","352.5","333.7","321.3","349.6","341.3","21.8","40.7","24.9","49.7","0.31","0.00","146.2","0.9","-645.0","62.5","1"
"150.7","1","1","0","0","0","0","1.89","0.08","-0.86","38.050","10","0.0","32.4","100.0","6472","-79.3","5","369.35","111.5","120.6","113.0","117.6","7.63","7.68","5.01","5.10","-8.3","-4.3","-3.9","-2.9","2909","9140","1085","5024","0.00","0.00","0.00","0.00","-4.95","-3.70","-3.86","-1.93","340.0","340.0","352.5","352.5","333.4","319.0","350.1","341.5","19.7","41.8","24.2","53.0","0.31","0.00","153.9","0.8","-648.7","62.5","1"
"144.4","1","1","0","0","0","0","1.72","-0.04","-0.69","38.250","10","0.0","24.3","100.0","6209","-94.8","5","371.87","99.4","113.1","108.9","112.3","10.30","10.16","6.50","6.56","-13.7","-5.1","-3.3","-3.0","1783","7154","1650","5304","0.00","0.00","0.00","0.00","-4.62","-3.86","-3.94","-2.05","340.0","340.0","352.5","352.5","335.9","323.6","348.9","340.9","16.8","37.7","27.5","56.4","0.31","0.00","161.6","0.7","-651.6","62.5","1"
"139.0","1","0","0","0","0","0","1.71","-0.07","-0.53","38.450","10","0.0","12.0","100.0","5980","-110.7","5","372.63","94.4","110.6","105.1","108.0","12.31","12.05","7.69","7.69","-14.6","-3.1","-2.7","-2.9","1710","7491","1322","4997","0.00","0.00","0.00","0.00","-4.59","-3.82","-3.95","-1.97","340.0","340.0","352.5","352.5","336.1","322.9","349.6","341.6","15.5","39.3","25.9","57.2","0.31","0.00","169.2","0.6","-653.7","62.5","1"
"133.9","1","0","0","0","0","0","2.14","0.22","-0.51","38.650","10","0.0","7.6","100.0","5785","-126.9","5","369.28","98.3","107.5","101.4","104.7","13.92","13.57","8.54","8.55","-6.8","-2.3","-2.4","-2.6","1983","9510","1353","6418","0.00","0.00","0.00","0.00","-4.68","-3.75","-4.15","-1.87","340.0","340.0","352.5","352.5","335.5","318.4","349.5","338.5","17.2","42.2","25.6","59.9","0.31","0.00","176.6","0.5","-655.2","62.5","1"
"129.5","1","0","0","0","0","0","1.64","-0.10","-0.42","38.850","10","80.0","6.4","100.0","6993","-137.4","1","376.05","91.9","101.9","100.1","101.6","15.31","14.82","8.82","8.80","-10.2","-3.0","-0.3","-1.3","2442","7106","1255","4075","0.00","0.00","0.00","0.00","-4.00","-4.16","-3.72","-2.17","340.0","340.0","352.5","352.5","334.4","323.9","349.7","343.6","14.5","31.8","28.4","53.0","0.31","0.00","183.9","0.5","-655.9","62.5","1"
"126.2","1","0","0","0","0","0","1.84","0.01","-0.38","39.050","10","2.4","0.3","100.0","6396","-156.3","4","373.13","96.5","101.1","97.5","97.8","15.83","15.24","8.08","8.12","-2.5","-1.0","-0.7","-2.9","1832","7585","1428","5340","0.00","0.00","0.00","0.00","-4.08","-4.09","-3.98","-2.03","340.0","340.0","352.5","352.5","335.8","322.9","349.4","340.9","15.1","37.0","28.3","58.0","0.31","0.00","191.0","0.4","-655.9","62.5","1"
"122.6","1","0","0","0","0","0","1.84","0.01","-0.28","39.250","10","18.3","0.0","100.0","6338","-180.9","4","373.52","95.9","98.5","96.0","97.5","15.41","14.66","5.91","5.99","-0.3","-0.9","0.2","-0.7","1255","7445","1363","5982","0.00","0.00","0.00","0.00","-3.91","-4.18","-4.02","-1.90","340.0","340.0","352.5","352.5","337.1","323.2","349.5","339.5","16.1","38.7","25.9","57.4","0.32","0.00","197.8","0.4","-655.3","62.5","1"
"119.7","1","0","0","0","0","0","1.44","-0.13","-0.34","39.450","10","7.9","0.0","100.0","6169","-203.8","4","376.27","94.4","96.2","93.9","94.5","14.13","13.20","2.55","2.67","-0.5","-0.9","-0.2","-1.0","1726","6665","1158","4158","0.00","0.00","0.00","0.00","-3.39","-4.42","-3.84","-2.12","340.0","340.0","352.5","352.5","336.1","325.0","350.0","343.5","14.7","33.8","28.2","56.1","0.32","0.00","204.4","0.3","-654.0","62.5","1"
"117.5","1","0","0","0","0","0","1.35","-0.10","-0.13","39.650","10","28.2","0.0","100.0","6170","-210.6","4","375.44","92.5","95.5","93.6","94.8","13.01","11.97","2.10","2.20","-0.2","-0.7","1.9","0.2","1147","5768","1872","5204","0.00","0.00","0.00","0.00","-3.21","-4.54","-3.93","-2.17","340.0","340.0","352.5","352.5","337.4","327.1","348.4","341.2","15.0","32.7","30.9","58.9","0.32","0.00","210.7","0.3","-652.1","62.5","1"
"115.5","1","0","0","0","0","0","1.50","-0.09","-0.27","39.850","10","9.1","0.0","100.0","5983","-213.2","4","375.32","90.8","93.9","90.0","92.6","13.80","12.67","2.96","3.06","0.2","-0.6","-0.0","-0.6","816","5979","1653","5681","0.00","0.00","0.00","0.00","-3.25","-4.49","-4.04","-2.08","340.0","340.0","352.5","352.5","338.1","326.6","348.9","340.2","13.6","33.6","30.7","60.9","0.32","0.00","216.8","0.2","-649.8","62.5","1"
"112.6","1","0","0","0","0","0","1.79","0.05","-0.29","40.050","10","14.3","0.0","100.0","5845","-200.5","4","373.12","88.3","92.0","87.6","90.8","13.67","12.67","4.08","4.13","0.2","-0.6","0.1","-0.5","820","7511","1266","6478","0.00","0.00","0.00","0.00","-3.73","-4.21","-4.22","-1.88","340.0","340.0","352.5","352.5","338.1","323.3","349.7","338.5","14.9","39.4","27.6","62.1","0.32","0.00","222.4","0.2","-646.9","62.5","1"
"110.3","1","0","0","0","0","0","1.65","-0.04","-0.17","40.250","10","30.9","0.0","100.0","5811","-191.0","4","376.40","86.4","89.8","88.4","89.0","13.49","12.60","4.12","4.16","-0.3","-0.7","3.0","0.0","1107","6893","1321","5475","0.00","0.00","0.00","0.00","-3.62","-4.30","-3.99","-1.98","340.0","340.0","352.5","352.5","337.5","324.7","349.6","340.6","14.2","35.2","27.1","57.7","0.32","0.00","227.6","0.2","-643.5","62.5","1"
"109.9","1","0","0","0","0","0","1.57","-0.02","0.15","40.450","10","46.8","0.0","100.0","5936","-172.0","4","375.69","86.3","89.8","91.5","89.8","11.88","11.15","3.47","3.54","-0.8","-0.7","6.5","1.2","803","6308","1789","6019","0.00","0.00","0.00","0.00","-3.73","-4.28","-4.04","-2.10","340.0","340.0","352.5","352.5","338.2","326.0","348.5","339.5","13.3","33.5","31.3","60.1","0.32","0.00","232.3","0.2","-639.6","62.5","1"
"110.2","1","0","0","0","0","0","1.64","0.08","0.12","40.650","10","55.1","0.0","100.0","5937","-158.1","4","374.42","87.3","90.7","91.5","89.8","10.02","9.47","2.57","2.65","-0.8","-0.7","6.3","1.0","1801","7126","1707","5779","0.00","0.00","0.00","0.00","-3.85","-4.25","-4.03","-2.16","340.0","340.0","352.5","352.5","335.9","324.2","348.7","340.0","14.7","33.3","32.8","60.5","0.32","0.00","236.6","0.2","-635.2","62.5","1"
"111.1","1","0","0","0","0","0","1.35","-0.11","0.17","40.850","10","68.0","0.0","100.0","5997","-140.9","4","377.77","87.9","91.2","90.9","92.2","9.27","8.77","2.76","2.83","-1.0","-0.6","4.7","3.1","1045","5190","2243","5269","0.00","0.00","0.00","0.00","-3.74","-4.27","-3.88","-2.39","340.0","340.0","352.5","352.5","337.6","328.5","347.5","341.1","11.1","27.6","37.0","60.5","0.32","0.00","240.4","0.2","-630.5","62.5","1"
"112.2","1","0","0","0","0","0","1.61","0.02","0.29","41.050","10","77.0","0.0","100.0","6113","-111.7","4","375.29","89.1","92.9","94.6","92.0","7.87","7.57","3.35","3.39","-0.8","-0.5","8.2","1.4","973","6459","1705","6346","0.00","0.00","0.00","0.00","-4.29","-3.95","-4.13","-2.17","340.0","340.0","352.5","352.5","337.8","325.7","348.7","338.8","12.1","33.1","35.2","63.3","0.32","0.00","243.8","0.2","-625.3","62.5","1"
"113.8","1","0","0","0","0","0","1.42","-0.11","0.38","41.250","10","82.8","0.0","100.0","6226","-54.8","4","378.18","91.0","94.5","96.4","93.7","4.94","4.86","3.64","3.70","-0.6","-0.3","8.5","2.2","576","5478","1869","5734","0.00","0.00","0.00","0.00","-4.61","-3.67","-4.00","-2.25","340.0","340.0","352.5","352.5","338.7","327.9","348.4","340.1","10.3","29.0","35.1","61.1","0.33","0.00","246.7","0.2","-619.7","62.5","1"
"116.1","1","0","0","0","0","0","1.70","0.12","0.35","41.450","10","100.0","0.0","100.0","6430","-42.1","4","374.75","93.5","96.8","98.8","97.5","4.33","4.38","3.73","3.78","-0.6","-0.4","9.0","4.2","2016","6970","2044","6168","0.00","0.00","0.00","0.00","-4.76","-3.59","-4.05","-2.25","340.0","340.0","352.5","352.5","335.4","324.6","348.0","339.1","11.0","29.5","36.8","62.9","0.33","0.00","249.1","0.2","-613.8","62.5","1"
"118.8","1","0","0","0","0","0","1.23","-0.16","0.38","41.650","10","100.0","0.0","100.0","6589","-35.4","4","379.01","96.0","98.3","100.9","100.3","3.95","3.92","3.33","3.39","-0.4","-0.3","8.4","5.4","1503","4603","1949","4463","0.00","0.00","0.00","0.00","-4.50","-3.76","-3.80","-2.55","340.0","340.0","352.5","352.5","336.5","329.8","348.2","342.8","10.5","24.8","39.9","60.2","0.33","0.00","251.0","0.3","-607.6","62.5","1"
"121.8","1","0","0","0","0","0","1.52","0.05","0.32","41.850","10","100.0","0.0","100.0","6703","-33.8","4","374.56","98.5","101.5","102.8","101.9","3.46","3.51","3.10","3.16","-0.2","-0.2","7.9","4.0","1634","6638","1791","5851","0.00","0.00","0.00","0.00","-4.84","-3.55","-4.02","-2.38","340.0","340.0","352.5","352.5","336.2","325.3","348.5","339.8","12.0","30.1","39.1","62.7","0.33","0.00","252.4","0.3","-601.0","62.5","1"
"124.7","1","0","0","0","0","0","1.16","-0.09","0.47","42.050","10","100.0","0.0","100.0","6867","-25.4","4","376.69","101.2","103.6","104.5","105.2","2.72","2.76","2.50","2.60","-0.2","-0.2","6.7","5.2","1629","5364","2229","5219","0.00","0.00","0.00","0.00","-4.67","-3.70","-3.82","-2.51","340.0","340.0","352.5","352.5","336.2","328.1","347.5","341.2","12.9","27.1","40.0","59.2","0.33","0.00","253.3","0.3","-594.3","62.5","1"
"127.9","1","0","0","0","0","0","0.96","-0.05","0.53","42.250","10","100.0","0.0","100.0","6954","-11.3","4","374.41","104.1","106.0","107.8","104.5","1.64","1.70","1.78","1.91","-0.1","-0.1","6.9","1.8","1318","4835","2884","6108","0.00","0.00","0.00","0.00","-4.76","-3.66","-3.88","-2.61","340.0","340.0","352.5","352.5","337.0","329.3","346.1","339.3","14.5","28.1","44.0","62.1","0.33","0.00","253.7","0.3","-587.2","62.5","1"
"131.3","1","0","0","0","0","0","0.47","0.14","0.58","42.450","10","100.0","0.0","100.0","7076","0.3","4","372.10","107.8","108.4","109.2","106.8","0.51","0.58","0.73","0.89","-0.1","-0.1","4.8","1.7","2787","4104","4252","6140","0.00","0.00","0.00","0.00","-4.50","-4.00","-3.62","-2.95","340.0","340.0","352.5","352.5","333.6","330.9","343.0","339.2","19.8","25.8","50.2","59.4","0.33","0.00","253.7","0.3","-580.0","62.5","1"
"134.7","1","0","0","0","0","0","-0.20","0.01","0.49","42.650","10","100.0","0.0","100.0","7247","15.4","4","373.03","111.1","110.4","111.6","109.6","-0.55","-0.49","-0.13","0.02","-0.1","-0.1","3.8","2.5","3488","2710","5000","4557","0.00","0.00","0.00","0.00","-4.21","-4.23","-3.26","-3.41","340.0","340.0","352.5","352.5","331.9","334.0","341.4","342.6","22.5","21.0","57.1","55.9","0.33","0.00","253.6","0.4","-572.6","62.5","1"
"136.5","1","0","0","0","0","0","-0.80","0.12","-0.32","42.850","10","17.9","17.5","100.0","7102","26.1","4","372.45","112.2","109.6","109.0","107.8","-1.40","-1.31","-0.84","-0.70","-1.2","-1.6","-0.4","0.0","5745","2890","5339","3321","0.00","0.00","0.00","0.00","-3.98","-4.53","-2.88","-3.64","340.0","340.0","352.5","352.5","326.7","333.6","340.6","345.3","27.9","19.8","58.0","49.0","0.33","0.00","253.5","0.5","-565.1","62.5","1"
"130.6","1","0","0","0","0","0","-0.95","-0.03","-1.03","43.050","10","0.0","54.0","100.0","6590","28.6","4","376.60","105.1","99.6","101.8","99.5","-2.07","-1.85","-1.75","-1.64","-3.6","-6.2","-2.6","-2.8","7049","3687","3284","739","0.00","0.00","0.00","0.00","-3.91","-4.75","-2.42","-3.47","340.0","340.0","352.5","352.5","323.7","331.8","345.2","350.9","34.0","22.8","49.0","34.1","0.34","0.00","253.8","0.5","-557.7","62.5","1"
"122.2","1","1","0","0","0","0","-1.31","0.04","-1.21","43.250","10","0.0","58.7","100.0","6082","45.2","4","378.11","97.5","87.1","95.1","90.6","-3.75","-3.54","-2.98","-2.88","-4.9","-12.4","-3.1","-5.2","7732","3509","3978","1056","0.00","0.00","0.00","0.00","-3.83","-4.87","-2.08","-3.47","340.0","340.0","352.5","352.5","322.1","332.2","343.6","350.2","38.0","22.4","43.9","23.7","0.34","0.00","254.3","0.6","-550.7","62.5","1"
"115.1","1","1","0","0","0","0","-1.81","0.09","-0.71","43.450","10","0.0","30.5","100.0","5753","66.8","4","378.08","93.8","90.7","90.1","85.6","-5.47","-5.35","-4.16","-4.09","-3.1","-2.0","-3.0","-4.5","8064","3115","4565","1269","0.00","0.00","0.00","0.00","-3.75","-4.86","-1.95","-3.64","340.0","340.0","352.5","352.5","321.3","333.1","342.3","349.7","38.5","19.1","47.5","21.5","0.34","0.00","255.3","0.6","-544.2","62.5","1"
"110.2","1","0","0","0","0","0","-1.59","-0.09","-0.49","43.650","10","0.0","11.7","100.0","5621","91.5","4","378.49","90.1","76.7","87.3","84.3","-7.22","-7.34","-4.64","-4.62","-1.9","-13.2","-1.9","-1.6","6627","1086","5048","1424","0.00","0.00","0.00","0.00","-3.76","-4.70","-1.99","-3.92","340.0","340.0","352.5","352.5","324.7","337.6","341.2","349.4","37.8","15.1","56.2","26.4","0.34","0.00","256.9","0.7","-538.1","62.5","1"
"106.6","1","0","0","0","0","0","-1.86","0.05","-0.37","43.850","10","0.0","3.7","100.0","5470","116.7","4","376.34","88.1","82.7","85.2","81.8","-8.56","-8.79","-4.83","-4.80","-1.0","-2.6","-1.5","-1.2","7483","1040","6294","1286","0.00","0.00","0.00","0.00","-3.79","-4.64","-1.82","-4.16","340.0","340.0","352.5","352.5","322.7","337.7","338.5","349.7","39.8","15.1","59.3","25.3","0.34","0.00","259.0","0.8","-532.5","62.5","1"
"103.5","1","0","0","0","0","0","-1.62","-0.09","-0.28","44.050","10","80.0","3.2","100.0","6619","139.8","1","379.38","85.0","79.5","83.2","80.7","-9.63","-10.06","-4.47","-4.44","-1.2","-3.5","-0.4","0.4","6921","1296","4815","889","0.00","0.00","0.00","0.00","-4.03","-4.20","-1.96","-3.91","340.0","340.0","352.5","352.5","324.0","337.1","341.8","350.6","35.2","14.1","55.3","25.5","0.34","0.00","261.7","0.8","-527.3","62.5","1"
"101.3","1","0","0","0","0","0","-1.59","-0.07","-0.34","44.250","10","0.0","0.0","100.0","6586","163.9","3","378.02","83.0","80.4","80.5","78.3","-10.72","-11.39","-3.92","-3.86","-0.4","0.4","-1.7","-0.9","5874","242","6225","1793","0.00","0.00","0.00","0.00","-4.16","-3.88","-2.02","-4.13","340.0","340.0","352.5","352.5","326.5","339.5","338.6","348.6","33.4","11.8","62.0","30.5","0.34","0.00","264.9","0.9","-522.6","62.5","1"
"98.6","1","0","0","0","0","0","-1.60","-0.04","-0.27","44.450","10","17.5","0.0","100.0","6479","188.3","3","378.25","81.0","77.9","79.3","76.9","-11.09","-11.90","-3.20","-3.15","-0.7","-0.1","-0.5","0.3","7087","1445","5262","938","0.00","0.00","0.00","0.00","-4.26","-3.65","-1.95","-4.01","340.0","340.0","352.5","352.5","323.7","336.8","340.8","350.5","32.9","13.6","57.5","26.8","0.34","0.00","268.6","0.9","-518.4","62.5","1"
"96.7","1","0","0","0","0","0","-1.69","0.06","-0.14","44.650","10","30.9","0.0","100.0","6470","205.3","3","375.90","79.4","75.9","78.6","77.4","-11.66","-12.67","-3.19","-3.14","-0.7","-0.2","0.2","3.0","6958","1291","5746","1695","0.00","0.00","0.00","0.00","-4.32","-3.51","-2.04","-4.06","340.0","340.0","352.5","352.5","324.0","337.1","339.7","348.8","36.0","14.2","60.4","29.7","0.34","0.00","272.5","1.0","-514.8","62.5","1"
