"Ground Speed","ABS Enabled","ABS Active","TC Enabled","TC Active","In Pit","Engine Limiter","CG Accel Lateral","CG Accel Vertical","CG Accel Longitudinal","Lap Time","Session Lap Count","Throttle Pos","Brake Pos","Clutch Pos","Engine RPM","Steering Angle","Gear","CG Height","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Camber FL","Tire Camber FR","Tire Camber RL","Tire Camber RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","Car Pos Norm","Car Pitch Angle","Car Coord X","Car Coord Z","Car Coord Y","Raw Data Sampl Rate","Sampl Clock"
"km/h","","","","","","","G","G","G","s","","%","%","%","rpm","deg","","mm","rad/s","rad/s","rad/s","rad/s","deg","deg","deg","deg","%","%","%","%","N","N","N","N","","","","","deg","deg","deg","deg","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","","deg","m","m","m","Hz",""


"198.0","1","0","0","0","0","0","-1.05","-0.13","-1.41","97.850","10","0.0","71.0","100.0","7114","35.4","6","376.50","154.9","134.5","154.2","149.8","-3.06","-2.74","-1.80","-1.63","-6.0","-16.1","-2.6","-3.9","7314","3460","4607","1697","0.00","0.00","0.00","0.00","-3.98","-4.86","-2.33","-3.54","340.0","340.0","352.5","352.5","324.1","332.0","342.8","348.8","40.9","27.3","49.2","31.9","0.82","0.00","-41.0","-1.8","798.7","62.5","1"
"188.1","1","1","0","0","0","0","-1.74","0.05","-1.08","98.050","10","0.0","50.8","100.0","6750","22.6","6","374.82","152.3","130.5","147.7","140.8","-3.84","-3.53","-3.70","-3.59","-3.3","-13.9","-2.3","-4.5","9625","2282","5773","1307","0.00","0.00","0.00","0.00","-3.42","-5.41","-1.94","-3.95","340.0","340.0","352.5","352.5","319.1","334.7","340.3","349.7","44.6","23.9","55.8","26.1","0.82","0.00","-34.5","-1.7","807.1","62.5","1"
"181.2","1","1","0","0","0","0","-2.09","0.06","-0.66","98.250","10","4.4","25.1","100.0","6583","31.8","6","374.25","148.3","133.7","143.3","138.1","-5.61","-5.40","-5.10","-5.00","-2.2","-8.6","-1.6","-2.6","9995","1410","6961","1015","0.00","0.00","0.00","0.00","-3.16","-5.54","-1.86","-4.25","340.0","340.0","352.5","352.5","318.4","336.7","337.8","350.3","44.5","18.2","62.5","28.9","0.82","0.00","-27.7","-1.5","814.8","62.5","1"
"176.0","1","1","0","0","0","0","-2.10","0.06","-0.59","98.450","10","80.0","16.2","100.0","7204","48.3","1","377.28","143.0","136.4","139.4","136.0","-7.11","-7.03","-5.66","-5.56","-2.4","-4.6","-1.1","-1.3","8639","2891","5992","1589","0.00","0.00","0.00","0.00","-3.64","-4.94","-2.03","-3.81","340.0","340.0","352.5","352.5","321.3","333.3","339.9","349.0","36.3","17.4","52.1","27.0","0.83","0.00","-20.7","-1.3","821.9","62.5","1"
"171.3","1","0","0","0","0","0","-1.53","-0.22","-0.67","98.650","10","0.0","15.2","100.0","7431","75.3","5","380.43","136.1","121.1","132.4","132.3","-8.66","-8.70","-5.49","-5.37","-3.4","-13.1","-3.0","-1.6","5982","2411","4175","2076","0.00","0.00","0.00","0.00","-4.02","-4.44","-2.37","-3.71","340.0","340.0","352.5","352.5","327.1","334.4","343.7","348.0","32.5","16.2","55.9","33.0","0.83","0.00","-13.4","-1.2","828.1","62.5","1"
"165.6","1","0","0","0","0","0","-1.45","-0.28","-0.55","98.850","10","0.0","13.7","100.0","7186","110.2","5","380.70","131.7","114.9","128.8","127.1","-9.90","-10.08","-4.77","-4.66","-2.9","-13.4","-2.5","-2.2","6259","1161","4441","1468","0.00","0.00","0.00","0.00","-3.97","-4.46","-2.14","-3.91","340.0","340.0","352.5","352.5","326.6","337.3","343.2","349.3","37.5","15.6","59.2","29.4","0.83","0.00","-5.9","-1.0","833.7","62.5","1"
"160.6","1","0","0","0","0","0","-1.85","0.00","-0.64","99.050","10","0.0","5.8","100.0","6959","147.1","5","377.83","129.7","120.6","125.5","122.4","-11.54","-11.93","-4.58","-4.48","-1.7","-6.8","-2.2","-2.7","8773","3084","4497","767","0.00","0.00","0.00","0.00","-4.08","-4.31","-1.93","-3.97","340.0","340.0","352.5","352.5","321.2","332.9","343.1","350.8","41.2","17.1","57.5","24.6","0.83","0.00","1.8","-0.9","838.5","62.5","1"
"155.9","1","0","0","0","0","0","-1.82","-0.02","-0.46","99.250","10","0.0","1.3","100.0","6853","170.5","5","377.63","126.0","121.1","123.1","121.0","-12.46","-13.08","-4.25","-4.13","-0.9","-2.1","-1.6","-1.0","7082","1512","6205","1731","0.00","0.00","0.00","0.00","-4.29","-3.93","-2.04","-4.09","340.0","340.0","352.5","352.5","324.9","336.5","339.5","348.7","39.5","17.6","61.3","29.9","0.83","0.00","9.6","-0.7","842.5","62.5","1"
"152.3","1","0","0","0","0","0","-1.59","-0.14","-0.44","99.450","10","0.0","0.0","100.0","6672","183.5","5","381.04","123.1","120.4","119.5","118.1","-12.76","-13.49","-3.65","-3.53","-0.8","-0.4","-1.8","-1.0","7357","1922","4626","971","0.00","0.00","0.00","0.00","-4.34","-3.65","-2.05","-3.82","340.0","340.0","352.5","352.5","324.3","335.6","342.8","350.4","34.8","15.6","54.4","26.7","0.83","0.00","17.5","-0.5","845.8","62.5","1"
"148.3","1","0","0","0","0","0","-1.66","-0.07","-0.43","99.650","10","0.0","0.0","100.0","6538","197.9","5","377.99","120.1","117.1","117.5","115.4","-13.02","-13.90","-3.51","-3.41","-0.6","-0.0","-1.4","-0.8","6768","1535","5762","1707","0.00","0.00","0.00","0.00","-4.44","-3.59","-2.04","-4.03","340.0","340.0","352.5","352.5","325.6","336.5","340.4","348.8","38.9","17.5","60.0","28.7","0.83","0.00","25.4","-0.4","848.4","62.5","1"
"144.6","1","0","0","0","0","0","-1.65","-0.08","-0.39","99.850","10","0.0","0.0","100.0","6381","194.1","5","378.23","117.3","114.2","114.9","112.4","-12.91","-13.79","-3.57","-3.50","-0.5","0.1","-1.2","-0.7","7124","782","6167","1212","0.00","0.00","0.00","0.00","-4.30","-3.72","-1.95","-4.16","340.0","340.0","352.5","352.5","324.9","338.2","339.6","349.8","39.6","16.4","61.9","28.7","0.84","0.00","33.3","-0.3","850.3","62.5","1"
"141.1","1","0","0","0","0","0","-1.70","-0.04","-0.37","100.050","10","5.6","0.0","100.0","6240","190.3","5","378.61","114.5","111.3","112.5","109.8","-12.95","-13.81","-3.85","-3.77","-0.6","0.0","-1.0","-0.6","7360","808","6392","1195","0.00","0.00","0.00","0.00","-4.28","-3.75","-1.88","-4.14","340.0","340.0","352.5","352.5","324.5","338.1","339.1","349.9","38.7","16.0","60.0","26.9","0.84","0.00","41.2","-0.1","851.5","62.5","1"
"138.5","1","0","0","0","0","0","-1.88","0.10","-0.20","100.250","10","33.3","0.0","100.0","6274","178.2","5","376.71","112.9","109.3","111.8","111.7","-12.13","-12.87","-3.85","-3.77","-0.6","-0.3","0.1","3.1","7747","945","6819","1450","0.00","0.00","0.00","0.00","-4.25","-3.89","-1.90","-4.16","340.0","340.0","352.5","352.5","323.7","337.8","338.2","349.3","40.2","17.3","60.6","27.5","0.84","0.00","48.9","-0.0","852.1","62.5","1"
"137.8","1","0","0","0","0","0","-1.66","0.03","0.05","100.450","10","55.5","0.0","100.0","6333","163.0","5","377.85","112.3","109.0","111.9","113.6","-10.99","-11.62","-3.13","-3.02","-0.7","-0.7","1.1","5.2","7288","1141","6324","1696","0.00","0.00","0.00","0.00","-4.27","-3.80","-2.13","-4.01","340.0","340.0","352.5","352.5","324.7","337.4","339.3","348.8","32.8","14.4","59.1","32.3","0.84","0.00","56.6","0.1","852.0","62.5","1"
"138.1","1","0","0","0","0","0","-1.47","-0.09","0.09","100.650","10","75.8","0.0","100.0","6399","131.8","5","378.73","113.2","110.2","113.8","114.1","-8.85","-9.23","-2.76","-2.64","-0.7","-0.6","2.6","5.4","6238","1555","5421","1799","0.00","0.00","0.00","0.00","-4.29","-3.86","-2.28","-3.84","340.0","340.0","352.5","352.5","326.9","336.4","341.2","348.6","29.7","14.4","57.1","33.7","0.84","0.00","64.2","0.2","851.3","62.5","1"
"138.8","1","0","0","0","0","0","-1.72","0.08","0.20","100.850","10","77.0","0.0","100.0","6423","122.1","5","374.78","114.5","111.0","113.5","115.3","-8.16","-8.50","-3.14","-3.05","-0.5","-0.3","1.3","6.1","7032","1187","6719","2180","0.00","0.00","0.00","0.00","-4.06","-4.21","-2.18","-4.04","340.0","340.0","352.5","352.5","325.3","337.2","338.5","347.7","33.6","14.7","61.1","34.4","0.84","0.00","71.8","0.2","850.0","62.5","1"
"139.8","1","0","0","0","0","0","-1.52","-0.08","0.32","101.050","10","100.0","0.0","100.0","6550","91.8","5","375.96","115.1","111.5","116.9","116.4","-7.46","-7.66","-3.55","-3.47","-0.5","-0.7","3.9","6.3","6004","521","6469","2142","0.00","0.00","0.00","0.00","-3.90","-4.41","-2.26","-4.07","340.0","340.0","352.5","352.5","327.4","338.8","339.0","347.8","33.2","12.7","63.1","36.6","0.84","0.00","79.3","0.2","848.1","62.5","1"
"141.6","1","0","0","0","0","0","-1.71","0.03","0.29","101.250","10","100.0","0.0","100.0","6694","57.9","5","375.45","117.5","114.1","118.4","120.1","-5.62","-5.68","-3.95","-3.84","-0.4","-0.4","4.0","8.3","6964","1494","6168","1993","0.00","0.00","0.00","0.00","-3.70","-4.66","-2.30","-3.95","340.0","340.0","352.5","352.5","325.4","336.5","339.6","348.1","30.4","12.2","59.9","36.2","0.85","0.00","86.7","0.3","845.6","62.5","1"
"143.5","1","0","0","0","0","0","-1.42","-0.15","0.30","101.450","10","100.0","0.0","100.0","6756","45.8","5","376.80","118.6","115.6","119.8","120.8","-5.07","-5.06","-3.72","-3.64","-0.3","-0.5","4.2","7.4","5632","1134","5274","2107","0.00","0.00","0.00","0.00","-3.70","-4.68","-2.37","-3.90","340.0","340.0","352.5","352.5","328.2","337.4","341.5","347.9","30.3","12.1","60.9","36.7","0.85","0.00","94.0","0.3","842.5","62.5","1"
"145.5","1","0","0","0","0","0","-1.51","-0.09","0.32","101.650","10","100.0","0.0","100.0","6808","46.8","5","375.10","120.2","117.1","120.8","121.7","-5.12","-5.15","-3.47","-3.35","-0.3","-0.5","3.5","6.5","5884","484","6319","2289","0.00","0.00","0.00","0.00","-3.59","-4.77","-2.35","-4.02","340.0","340.0","352.5","352.5","327.7","338.9","339.3","347.5","31.1","10.6","62.9","38.1","0.85","0.00","101.1","0.3","838.8","62.5","1"
"147.8","1","0","0","0","0","0","-1.42","-0.02","0.41","101.850","10","100.0","0.0","100.0","6874","26.8","5","373.12","122.5","119.8","122.8","122.0","-3.33","-3.27","-2.90","-2.78","-0.2","-0.3","3.7","5.0","6144","945","6332","2392","0.00","0.00","0.00","0.00","-3.49","-4.91","-2.42","-3.97","340.0","340.0","352.5","352.5","327.2","337.8","339.3","347.2","30.2","11.8","62.2","40.0","0.85","0.00","108.0","0.3","834.5","62.5","1"
"150.0","1","0","0","0","0","0","-1.45","0.05","0.33","102.050","10","100.0","0.0","100.0","6959","40.3","5","370.78","124.4","121.8","124.1","123.8","-3.48","-3.44","-2.20","-2.10","-0.2","-0.2","3.0","4.9","6247","1550","6616","2493","0.00","0.00","0.00","0.00","-3.70","-4.78","-2.44","-4.02","340.0","340.0","352.5","352.5","327.0","336.4","338.7","347.0","32.8","14.7","63.5","41.3","0.85","0.00","114.7","0.2","829.7","62.5","1"
"152.3","1","0","0","0","0","0","-1.29","-0.11","0.40","102.250","10","100.0","0.0","100.0","7081","45.1","5","373.37","126.2","123.5","124.9","127.3","-3.70","-3.70","-2.35","-2.24","-0.2","-0.2","2.3","6.3","5689","1414","5578","2356","0.00","0.00","0.00","0.00","-3.77","-4.59","-2.54","-3.84","340.0","340.0","352.5","352.5","328.1","336.7","340.9","347.3","28.4","12.9","60.5","41.3","0.85","0.00","121.2","0.2","824.4","62.5","1"
"154.5","1","0","0","0","0","0","-1.36","-0.13","0.37","102.450","10","100.0","0.0","100.0","7229","54.8","5","373.42","127.8","125.0","127.5","129.9","-4.61","-4.62","-2.76","-2.65","-0.3","-0.3","3.1","7.1","5734","1832","4976","2296","0.00","0.00","0.00","0.00","-3.86","-4.49","-2.52","-3.79","340.0","340.0","352.5","352.5","328.0","335.7","342.1","347.4","28.6","12.9","59.4","39.4","0.85","0.00","127.5","0.1","818.5","62.5","1"
"156.5","1","0","0","0","0","0","-1.47","-0.13","0.35","102.650","10","100.0","0.0","100.0","7312","50.6","5","371.89","129.4","126.2","130.6","129.8","-5.01","-5.02","-3.28","-3.16","-0.3","-0.5","4.2","5.7","5850","1137","5635","2361","0.00","0.00","0.00","0.00","-3.70","-4.70","-2.44","-3.94","340.0","340.0","352.5","352.5","327.8","337.3","340.8","347.3","31.9","12.2","62.3","38.9","0.86","0.00","133.3","0.0","812.2","62.5","1"
"158.4","1","0","0","0","0","0","-1.32","-0.22","0.33","102.850","10","100.0","0.0","100.0","7427","21.7","5","372.97","131.0","128.2","132.6","132.0","-3.84","-3.78","-3.35","-3.26","-0.3","-0.6","4.8","6.1","5701","1451","4791","1841","0.00","0.00","0.00","0.00","-3.55","-4.83","-2.45","-3.89","340.0","340.0","352.5","352.5","328.1","336.6","342.5","348.4","30.4","11.3","61.4","38.6","0.86","0.00","138.8","-0.1","805.4","62.5","1"
"160.7","1","0","0","0","0","0","-1.20","-0.15","0.34","103.050","10","100.0","0.0","100.0","7503","11.8","5","371.67","132.8","131.0","133.2","134.0","-2.68","-2.60","-2.60","-2.49","-0.2","-0.2","4.0","5.8","5542","2004","4790","2399","0.00","0.00","0.00","0.00","-3.58","-4.76","-2.56","-3.77","340.0","340.0","352.5","352.5","328.4","335.3","342.5","347.2","27.8","12.3","59.8","39.9","0.86","0.00","143.9","-0.2","798.2","62.5","1"
"163.3","1","0","0","0","0","0","-0.94","0.03","0.38","103.250","10","100.0","0.0","100.0","7519","8.4","5","366.65","135.0","133.6","134.2","133.6","-1.55","-1.45","-1.38","-1.24","-0.1","-0.1","2.9","3.3","5334","2234","5865","3401","0.00","0.00","0.00","0.00","-3.72","-4.76","-2.75","-3.77","340.0","340.0","352.5","352.5","328.9","334.8","340.3","345.0","29.5","16.2","61.5","46.1","0.86","0.00","148.7","-0.4","790.5","62.5","1"
"166.0","1","0","0","0","0","0","-0.43","0.03","0.25","103.450","10","100.0","0.0","100.0","7588","2.1","5","368.43","136.5","136.3","135.8","134.5","-0.56","-0.49","-0.46","-0.30","0.1","-0.0","2.4","2.0","3249","2517","6979","3879","0.00","0.00","0.00","0.00","-4.10","-4.03","-2.79","-3.21","340.0","340.0","352.5","352.5","333.2","334.1","338.0","343.9","19.0","16.9","52.5","54.2","0.86","0.00","153.2","-0.6","782.6","62.5","1"
"168.7","1","0","0","0","0","0","-0.08","0.24","0.41","103.650","10","100.0","0.0","100.0","7696","2.1","5","366.04","138.8","138.6","136.0","138.1","-0.17","-0.09","-0.14","0.09","0.8","-0.0","0.7","2.9","0","2792","7944","4798","0.00","0.00","0.00","0.00","-4.88","-3.83","-2.96","-3.00","340.0","340.0","352.5","352.5","340.0","333.4","336.0","341.9","20.2","21.0","54.9","57.6","0.86","0.00","157.7","-0.8","774.4","62.5","1"
"171.1","1","0","0","0","0","0","0.14","-0.01","0.26","103.850","10","100.0","0.0","100.0","7864","1.7","5","364.17","140.5","140.9","141.7","138.4","-0.18","-0.04","-0.06","0.17","0.1","-0.1","5.2","1.7","3442","4002","272","4874","0.00","0.00","0.00","0.00","-4.15","-3.79","-3.56","-2.98","340.0","340.0","352.5","352.5","332.8","330.6","351.9","341.7","20.3","21.3","60.9","58.3","0.86","0.00","162.3","-1.1","766.2","62.5","1"
"173.6","1","0","0","0","0","0","-0.03","0.10","0.42","104.050","10","100.0","0.0","100.0","7998","0.1","5","359.19","143.9","143.1","141.8","143.1","-0.08","0.04","-0.04","0.17","-0.0","-0.1","2.5","3.5","7019","4162","5986","4808","0.00","0.00","0.00","0.00","-3.80","-3.77","-3.19","-2.91","340.0","340.0","352.5","352.5","325.3","330.2","340.1","341.9","21.5","22.7","57.3","58.6","0.87","0.00","167.0","-1.3","757.8","62.5","1"
"176.1","1","0","0","0","0","0","0.21","-0.06","0.24","104.250","10","100.0","0.0","100.0","8111","-4.0","5","364.78","144.3","145.2","146.2","142.8","0.23","0.31","0.11","0.29","-0.1","-0.1","5.2","1.8","2713","4127","1198","4781","0.00","0.00","0.00","0.00","-4.33","-3.73","-3.94","-2.84","340.0","340.0","352.5","352.5","334.3","330.3","350.0","341.9","18.1","21.9","55.6","57.6","0.87","0.00","171.7","-1.6","749.4","62.5","1"
"178.7","1","0","0","0","0","0","0.28","-0.18","0.40","104.450","10","100.0","0.0","100.0","8210","-4.6","5","362.12","146.5","147.4","147.3","145.1","0.37","0.46","0.22","0.40","0.0","-0.1","3.9","1.9","2245","4276","4058","4760","0.00","0.00","0.00","0.00","-4.54","-3.88","-3.00","-2.94","340.0","340.0","352.5","352.5","335.3","329.9","344.1","342.0","19.1","22.4","54.6","57.8","0.87","0.00","176.6","-2.0","740.8","62.5","1"
"181.3","1","0","0","0","0","0","0.34","0.12","0.38","104.650","10","100.0","0.0","100.0","8284","-5.2","5","357.10","149.0","149.8","148.2","146.9","0.46","0.56","0.31","0.48","-0.1","-0.1","3.0","1.5","3660","4881","4481","5527","0.00","0.00","0.00","0.00","-4.41","-4.06","-3.52","-3.17","340.0","340.0","352.5","352.5","332.3","328.5","343.2","340.3","21.0","23.9","55.3","58.8","0.87","0.00","181.7","-2.4","732.2","62.5","1"
"183.8","1","0","0","0","0","0","0.30","-0.14","0.35","104.850","10","100.0","0.0","100.0","8409","-6.9","5","359.06","150.8","151.5","150.5","149.1","0.55","0.65","0.31","0.45","-0.1","-0.1","3.3","1.9","3157","4159","3623","4488","0.00","0.00","0.00","0.00","-4.38","-4.08","-3.49","-3.17","340.0","340.0","352.5","352.5","333.4","330.2","345.0","342.6","20.6","23.9","55.1","58.4","0.87","0.00","186.9","-2.8","723.5","62.5","1"
"184.1","1","0","0","0","0","0","0.40","0.06","0.31","105.050","10","100.0","0.0","100.0","7008","-6.9","6","355.43","151.5","152.4","150.4","149.1","0.52","0.73","0.39","0.54","-0.2","-0.2","3.0","1.6","4470","5457","3950","4972","0.00","0.00","0.00","0.00","-4.51","-4.12","-3.52","-3.09","340.0","340.0","352.5","352.5","330.6","327.1","344.3","341.5","24.7","28.8","52.7","58.0","0.87","0.00","192.3","-3.2","714.9","62.5","1"
"186.3","1","0","0","0","0","0","0.29","-0.13","0.29","105.250","10","100.0","0.0","100.0","7083","-7.2","6","358.08","153.0","153.5","152.0","150.8","0.50","0.67","0.27","0.44","-0.1","-0.1","2.9","1.7","3493","3974","3821","4442","0.00","0.00","0.00","0.00","-4.39","-4.23","-3.56","-3.26","340.0","340.0","352.5","352.5","332.6","330.6","344.5","342.7","25.4","27.6","57.8","61.6","0.88","0.00","197.9","-3.6","706.2","62.5","1"
"188.4","1","0","0","0","0","0","0.43","0.16","0.32","105.450","10","100.0","0.0","100.0","7152","-7.5","6","355.91","154.9","155.9","153.4","152.3","0.58","0.72","0.35","0.52","-0.1","-0.1","2.5","1.2","3885","5240","4527","5869","0.00","0.00","0.00","0.00","-4.55","-4.07","-3.67","-3.18","340.0","340.0","352.5","352.5","331.8","327.7","343.1","339.5","24.0","29.2","57.6","63.1","0.88","0.00","203.6","-3.9","697.5","62.5","1"
"190.5","1","0","0","0","0","0","0.60","0.37","0.34","105.650","10","100.0","0.0","100.0","7227","-10.6","6","353.01","156.6","157.8","154.9","154.0","0.69","0.91","0.39","0.58","-0.1","-0.1","2.3","0.7","4030","5696","5267","7768","0.00","0.00","0.00","0.00","-4.67","-4.11","-3.82","-3.14","340.0","340.0","352.5","352.5","331.5","326.6","341.5","335.3","28.3","34.8","60.0","65.5","0.88","0.00","209.6","-4.2","688.9","62.5","1"
"192.5","1","0","0","0","0","0","0.56","0.22","0.32","105.850","10","100.0","0.0","100.0","7304","-5.3","6","358.09","158.0","159.3","156.6","155.6","0.59","0.76","0.52","0.70","-0.1","-0.1","2.4","0.9","3331","5202","4875","7113","0.00","0.00","0.00","0.00","-4.65","-4.02","-3.79","-3.10","340.0","340.0","352.5","352.5","333.0","327.8","342.3","336.8","24.8","30.9","57.8","64.4","0.88","0.00","215.8","-4.4","680.2","62.5","1"
"194.4","1","0","0","0","0","0","0.58","0.47","0.32","106.050","10","100.0","0.0","100.0","7374","-10.0","6","354.96","159.9","161.0","158.1","157.1","0.65","0.87","0.33","0.52","-0.0","-0.1","2.2","0.6","4027","5802","5669","8414","0.00","0.00","0.00","0.00","-4.68","-4.10","-3.85","-3.17","340.0","340.0","352.5","352.5","331.5","326.3","340.7","333.9","28.6","34.7","61.6","66.3","0.88","0.00","222.2","-4.6","671.6","62.5","1"
"196.2","1","0","0","0","0","0","0.62","0.14","0.28","106.250","10","100.0","0.0","100.0","7454","-10.9","6","362.01","161.2","162.6","159.9","158.7","0.80","0.99","0.50","0.66","-0.1","-0.2","2.7","1.0","3887","5863","4202","6551","0.00","0.00","0.00","0.00","-4.64","-4.02","-3.78","-3.06","340.0","340.0","352.5","352.5","331.8","326.2","343.7","338.1","24.7","31.4","56.5","63.8","0.89","0.00","228.9","-4.6","663.1","62.5","1"
"198.0","1","0","0","0","0","0","0.54","0.19","0.28","106.450","10","100.0","0.0","100.0","7524","-4.3","6","363.40","163.0","164.1","161.3","160.2","0.56","0.78","0.55","0.72","-0.1","-0.1","2.6","1.2","4595","5848","4577","6084","0.00","0.00","0.00","0.00","-4.61","-4.09","-3.66","-3.11","340.0","340.0","352.5","352.5","330.3","326.3","342.9","339.1","26.8","32.2","55.7","62.0","0.89","0.00","235.8","-4.7","654.6","62.5","1"
"199.7","1","0","0","0","0","0","0.25","0.05","0.27","106.650","10","100.0","0.0","100.0","7579","-2.1","6","366.80","164.2","164.8","162.6","161.4","0.28","0.45","0.19","0.38","-0.1","-0.1","2.3","1.2","3491","4325","4974","5884","0.00","0.00","0.00","0.00","-4.49","-4.17","-3.59","-3.24","340.0","340.0","352.5","352.5","332.6","329.8","342.1","339.5","26.1","29.2","58.0","62.1","0.89","0.00","242.9","-4.6","646.1","62.5","1"
"201.5","1","0","0","0","0","0","0.09","-0.11","0.24","106.850","10","100.0","0.0","100.0","7640","-0.9","6","369.03","165.6","165.8","164.0","162.6","0.08","0.21","0.02","0.19","-0.1","-0.1","2.5","1.4","3513","3690","4302","5027","0.00","0.00","0.00","0.00","-4.37","-4.20","-3.59","-3.39","340.0","340.0","352.5","352.5","332.5","331.3","343.5","341.4","24.1","25.6","62.1","63.4","0.89","0.00","250.2","-4.5","637.7","62.5","1"
"203.2","1","0","0","0","0","0","0.13","0.20","0.24","107.050","10","100.0","0.0","100.0","7719","-3.6","6","367.25","167.8","168.3","165.6","164.3","0.16","0.30","-0.00","0.17","-0.1","-0.2","2.5","1.5","5625","5976","4649","5143","0.00","0.00","0.00","0.00","-4.34","-4.20","-3.44","-3.23","340.0","340.0","352.5","352.5","328.1","326.0","342.8","341.2","23.9","24.9","55.8","58.0","0.89","0.00","257.5","-4.5","629.1","62.5","1"
"204.9","1","0","0","0","0","0","0.16","-0.20","0.22","107.250","10","100.0","0.0","100.0","7820","-3.7","6","371.72","168.6","169.0","167.7","166.5","0.26","0.40","0.14","0.30","-0.2","-0.2","3.3","2.3","4386","4696","3433","3817","0.00","0.00","0.00","0.00","-4.31","-4.18","-3.38","-3.24","340.0","340.0","352.5","352.5","330.7","329.0","345.3","344.1","22.1","23.2","54.9","56.3","0.90","0.00","265.0","-4.4","620.6","62.5","1"
"206.6","1","0","0","0","0","0","0.27","0.06","0.25","107.450","10","100.0","0.0","100.0","7836","-4.3","6","366.30","169.8","170.5","168.0","166.9","0.36","0.48","0.21","0.36","-0.0","-0.1","2.3","1.2","3620","4528","4832","5834","0.00","0.00","0.00","0.00","-4.42","-4.14","-3.61","-3.24","340.0","340.0","352.5","352.5","332.3","329.4","342.4","339.7","23.5","25.9","58.1","62.1","0.90","0.00","272.5","-4.4","612.0","62.5","1"
"205.6","1","0","0","0","0","0","0.20","0.05","-1.28","107.650","10","9.9","74.9","100.0","7549","-1.8","6","367.49","159.0","160.0","161.3","161.3","0.26","0.41","0.22","0.38","-6.0","-5.7","-1.2","-1.4","5329","5718","3712","4367","0.00","0.00","0.00","0.00","-4.37","-4.17","-3.37","-3.11","340.0","340.0","352.5","352.5","328.6","326.6","344.7","342.9","23.7","25.1","51.7","54.7","0.90","0.00","280.2","-4.4","603.5","62.5","1"
"192.9","1","0","0","0","0","0","0.05","-0.60","-1.18","107.850","10","0.0","100.0","100.0","6783","-1.5","6","377.05","108.7","119.6","145.0","144.9","0.21","0.47","0.23","0.40","-28.9","-22.4","-4.9","-5.0","3412","3584","1578","1666","0.00","0.00","0.00","0.00","-4.40","-4.27","-2.98","-2.79","340.0","340.0","352.5","352.5","332.7","331.6","349.2","348.8","27.1","28.3","36.8","40.3","0.90","0.00","287.7","-4.5","595.3","62.5","1"
"181.9","1","1","0","0","0","0","0.14","0.29","-1.71","108.050","10","0.0","90.0","100.0","6563","-0.1","6","364.85","142.3","143.5","140.3","140.2","-0.04","0.44","-0.04","0.17","-5.3","-4.9","-2.9","-3.0","6839","7896","2980","3738","0.00","0.00","0.00","0.00","-4.72","-4.28","-3.05","-2.64","340.0","340.0","352.5","352.5","325.5","321.5","346.3","344.3","37.4","40.3","34.1","40.1","0.90","0.00","294.7","-4.6","587.6","62.5","1"
"171.3","1","1","0","0","0","0","0.02","-0.09","-1.50","108.250","10","80.0","91.8","100.0","7176","0.3","1","376.26","126.6","135.9","129.0","129.1","-0.32","-0.04","-0.10","0.08","-10.6","-3.9","-5.0","-5.1","5494","5432","2730","2855","0.00","0.00","0.00","0.00","-4.36","-4.27","-2.69","-2.68","340.0","340.0","352.5","352.5","328.3","327.3","346.8","346.2","27.2","27.1","30.4","29.7","0.90","0.00","301.3","-4.7","580.4","62.5","1"
"160.8","1","1","0","0","0","0","0.21","-0.11","-1.60","108.450","10","0.0","89.1","100.0","6867","-9.0","5","373.93","110.0","116.1","121.7","122.9","0.62","0.94","0.40","0.58","-18.8","-12.6","-4.3","-3.8","4943","5759","2030","2676","0.00","0.00","0.00","0.00","-4.50","-4.23","-2.91","-2.60","340.0","340.0","352.5","352.5","329.5","326.5","348.2","346.6","28.5","31.5","30.8","35.3","0.91","0.00","307.6","-4.8","573.6","62.5","1"
"149.0","1","0","0","0","0","0","0.18","0.05","-1.50","108.650","10","80.0","84.0","100.0","7695","5.1","1","372.61","111.3","115.1","115.3","115.9","-0.04","0.36","0.26","0.46","-9.2","-6.7","-2.4","-2.2","5308","6268","2424","3175","0.00","0.00","0.00","0.00","-4.66","-4.20","-2.87","-2.51","340.0","340.0","352.5","352.5","328.7","325.4","347.4","345.5","32.5","35.9","27.8","32.6","0.91","0.00","313.5","-5.0","567.4","62.5","1"
