"ABS Active","ABS Enabled","Best Lap Time","Brake Pos","CG Accel Lateral","CG Accel Longitudinal","CG Accel Vertical","CG Height","Car Coord X","Car Coord Y","Car Coord Z","Car Pitch Angle","Car Pos Norm","Clutch Pos","Engine Limiter","Engine RPM","Gear","Ground Speed","HR Sample Clock","In Pit","LR Sample Clock","Lap Time","Last Lap Time","Raw Data Sample Rate","Session Lap Count","Steering Angle","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","TC Active","TC Enabled","Throttle Pos","Tire Camber FL","Tire Camber FR","Tire Camber RL","Tire Camber RR","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR"
"","","s","%","G","G","G","mm","m","m","m","deg","","%","","rpm","","km/h","","","","s","s","Hz","","deg","mm","mm","mm","mm","","","%","deg","deg","deg","deg","","","","","N","N","N","N","mm","mm","mm","mm","mm","mm","mm","mm","deg","deg","deg","deg","%","%","%","%","rad/s","rad/s","rad/s","rad/s"


"0","1","105.392","0.0","1.63","0.35","0.02","383.21","172.5","43.43","4.6","0.00","0.56","100.0","0","7405","4","133.9","1","0","1","54.453","133.376","62.5","5","-28.6","12.9","30.1","39.7","63.5","0","0","100.0","-4.85","-3.56","-4.14","-2.28","0.00","0.00","0.00","0.00","1167","6468","1426","6773","337.5","325.8","349.5","338.0","340.0","340.0","352.5","352.5","3.53","3.54","3.72","3.75","-0.1","-0.2","9.0","-131066.0","107.9","111.8","113.5","112.6"
"0","1","105.392","0.0","1.55","0.41","0.18","380.49","171.3","36.03","5.0","0.00","0.57","100.0","0","7512","4","136.3","1","0","1","54.653","133.376","62.5","5","14.7","13.2","36.5","41.6","64.0","0","0","100.0","-4.47","-0.59","-3.42","0.23","0.00","0.00","0.00","0.00","1046","7492","2587","7518","337.7","323.5","347.0","336.4","340.0","340.0","352.5","352.5","2.14","2.28","4.11","4.19","-0.2","0.0","7.0","-131066.0","110.5","113.8","115.3","114.0"
"0","1","105.392","0.0","0.28","0.44","0.08","384.49","170.6","28.41","5.3","0.00","0.57","100.0","0","7535","4","139.3","1","0","0","54.852","133.376","62.5","5","42.6","14.8","22.5","51.9","58.1","0","0","100.0","-3.17","-6.43","-2.04","-5.98","0.00","0.00","0.00","0.00","2978","4652","3744","4861","333.5","329.8","344.6","342.1","340.0","340.0","352.5","352.5","-0.77","-0.71","0.78","0.92","-0.2","-0.2","3.0","-131066.0","114.8","114.4","114.5","115.5"
"0","1","105.392","0.0","-1.12","0.43","-0.01","383.75","169.9","20.63","5.8","0.00","0.57","100.0","0","7726","4","142.1","1","0","0","55.053","133.376","62.5","5","27.1","29.8","16.3","64.3","50.1","0","0","100.0","-2.09","-4.78","-1.01","-4.16","0.00","0.00","0.00","0.00","5493","1446","6590","2263","328.0","336.8","338.5","347.7","340.0","340.0","352.5","352.5","-2.17","-2.11","-1.94","-1.84","-0.1","-0.2","3.0","-131066.0","118.1","115.1","118.2","117.7"
"0","1","105.392","0.0","-1.66","0.29","0.15","384.47","168.8","12.76","6.2","0.00","0.57","100.0","0","7931","4","144.5","1","0","0","55.252","133.376","62.5","5","21.7","32.1","11.7","61.5","44.6","0","0","100.0","-3.28","-2.81","-2.22","0.22","0.00","0.00","0.00","0.00","7399","1711","6180","2503","323.8","336.2","339.4","347.2","340.0","340.0","352.5","352.5","-2.88","-2.82","-3.03","-2.95","-0.1","-0.4","3.0","-131066.0","120.5","117.0","120.3","121.8"
"0","1","105.392","0.0","-1.19","0.39","-0.08","387.54","167.2","4.87","6.8","0.00","0.57","100.0","0","7963","4","146.9","1","0","1","55.453","133.376","62.5","5","25.8","32.4","16.4","63.8","43.1","0","0","100.0","-3.71","-4.81","-2.47","-3.89","0.00","0.00","0.00","0.00","5316","1595","5404","2197","328.4","336.5","341.1","347.8","340.0","340.0","352.5","352.5","-2.47","-2.35","-1.84","-1.74","-0.1","-0.2","1.0","-131066.0","121.6","119.5","119.7","123.4"
"0","1","105.392","0.0","-1.34","0.47","0.27","385.25","164.9","-3.02","7.3","0.00","0.57","100.0","0","8060","4","149.4","1","0","1","55.653","133.376","62.5","5","21.3","29.4","15.1","64.6","44.1","0","0","100.0","-3.69","-4.76","-2.49","-4.06","0.00","0.00","0.00","0.00","6376","2398","7649","3157","326.1","334.7","336.3","345.8","340.0","340.0","352.5","352.5","-2.07","-1.97","-1.66","-1.54","-0.2","-0.2","1.0","-131066.0","124.1","121.8","121.5","124.5"
"0","1","105.392","0.0","-0.85","0.42","-0.12","389.01","162.1","-10.91","7.9","0.00","0.58","100.0","0","8237","4","151.8","1","0","0","55.852","133.376","62.5","5","15.6","28.4","17.9","60.5","45.5","0","0","100.0","-3.84","-4.63","-2.62","-3.64","0.00","0.00","0.00","0.00","4701","1696","5000","3085","329.7","336.2","341.9","345.9","340.0","340.0","352.5","352.5","-1.48","-1.44","-1.42","-1.29","0.0","0.0","3.0","-131066.0","125.7","123.9","124.4","127.1"
"0","1","105.392","0.0","-1.02","0.34","0.24","384.24","159.0","-18.80","8.4","0.00","0.58","100.0","0","8282","4","154.4","1","0","0","56.053","133.376","62.5","5","16.7","28.7","19.8","62.6","49.8","0","0","100.0","-3.96","-4.69","-2.81","-3.82","0.00","0.00","0.00","0.00","5674","2167","7040","4018","327.6","335.2","337.6","343.9","340.0","340.0","352.5","352.5","-1.38","-1.29","-1.18","-1.03","-0.1","0.0","3.0","-131072.0","128.1","126.1","127.4","125.5"
"0","1","105.392","0.0","-0.84","0.36","-0.06","388.40","155.5","-26.68","9.0","0.00","0.58","100.0","0","8417","4","156.7","1","0","0","56.252","133.376","62.5","5","18.6","25.5","15.9","60.2","49.7","0","0","100.0","-3.81","-4.59","-2.87","-3.77","0.00","0.00","0.00","0.00","5186","1710","5331","3009","328.7","336.2","341.2","346.1","340.0","340.0","352.5","352.5","-1.50","-1.45","-1.12","-1.00","-0.1","0.0","1.0","-131066.0","129.8","127.9","127.4","129.6"
"0","1","105.392","0.0","-0.89","0.28","-0.08","388.83","151.7","-34.46","9.6","0.00","0.58","100.0","0","7256","5","156.5","1","0","1","56.453","133.376","62.5","5","18.3","30.7","18.8","56.2","42.0","0","0","100.0","-3.85","-4.68","-2.65","-3.61","0.00","0.00","0.00","0.00","5129","2264","4985","2591","328.8","335.0","342.0","347.0","340.0","340.0","352.5","352.5","-1.56","-1.43","-1.35","-1.21","-0.1","0.0","3.0","-131066.0","129.8","127.8","129.2","129.3"
"0","1","105.392","0.0","-0.94","0.32","-0.06","387.12","147.5","-42.14","10.1","0.00","0.58","100.0","0","7283","5","158.8","1","0","1","56.653","133.376","62.5","5","13.9","25.9","12.9","64.0","49.9","0","0","100.0","-3.58","-4.60","-2.88","-3.98","0.00","0.00","0.00","0.00","4477","654","7399","4461","330.2","338.5","336.9","342.9","340.0","340.0","352.5","352.5","-1.51","-1.48","-1.26","-1.07","-0.1","-0.2","3.0","-131072.0","131.2","129.2","130.6","128.8"
"0","1","105.392","0.0","-0.87","0.26","0.05","386.22","143.0","-49.75","10.7","0.00","0.59","100.0","0","7384","5","161.0","1","0","0","56.852","133.376","62.5","5","10.9","25.9","13.0","63.9","52.5","0","0","100.0","-3.74","-4.72","-2.92","-3.96","0.00","0.00","0.00","0.00","5179","2033","6333","3452","328.7","335.5","339.1","345.1","340.0","340.0","352.5","352.5","-1.22","-1.16","-0.99","-0.85","-0.1","-0.2","3.0","-131072.0","133.1","131.5","132.0","131.0"
"0","1","105.392","0.0","-0.57","0.27","-0.13","387.05","138.1","-57.31","11.3","0.00","0.59","100.0","0","7485","5","163.3","1","0","0","57.053","133.376","62.5","5","4.2","25.0","15.3","61.7","53.3","0","0","100.0","-3.77","-4.62","-3.01","-3.68","0.00","0.00","0.00","0.00","4322","1758","5450","3399","330.5","336.1","341.0","345.2","340.0","340.0","352.5","352.5","-0.74","-0.67","-0.75","-0.61","-0.1","-0.2","3.0","-131072.0","134.7","133.4","133.8","132.8"
"0","1","105.392","0.0","-0.20","0.29","-0.14","387.13","133.0","-64.86","11.8","0.00","0.59","100.0","0","7594","5","165.5","1","0","0","57.252","133.376","62.5","5","-0.9","22.7","18.2","58.4","55.4","0","0","100.0","-3.98","-4.42","-3.16","-3.45","0.00","0.00","0.00","0.00","4236","3047","3998","3253","330.7","333.2","344.1","345.5","340.0","340.0","352.5","352.5","-0.21","-0.12","-0.32","-0.18","-0.1","-0.2","3.0","-131066.0","136.3","135.9","134.2","136.2"
"0","1","105.392","0.0","0.06","0.33","0.07","385.50","127.8","-72.48","12.4","0.00","0.59","100.0","0","7675","5","167.8","1","0","1","57.453","133.376","62.5","5","-3.0","21.5","20.2","56.7","58.4","0","0","100.0","-4.13","-4.24","-3.45","-3.26","0.00","0.00","0.00","0.00","3817","3586","4391","5068","331.6","332.0","343.2","341.6","340.0","340.0","352.5","352.5","0.12","0.22","0.01","0.14","-0.1","-0.2","1.0","-131072.0","138.1","138.1","136.0","137.4"
"0","1","105.392","0.0","0.10","0.28","-0.08","387.03","122.5","-80.20","12.9","0.00","0.59","100.0","0","7799","5","170.0","1","0","1","57.653","133.376","62.5","5","-2.1","21.5","21.8","56.0","57.5","0","0","100.0","-4.25","-4.19","-3.37","-3.37","0.00","0.00","0.00","0.00","3742","4174","3760","2993","331.8","330.7","344.6","346.1","340.0","340.0","352.5","352.5","0.19","0.28","0.12","0.23","-0.1","0.0","3.0","-131066.0","139.8","140.1","138.0","139.8"
"0","1","105.392","0.0","0.09","0.28","0.02","386.63","117.1","-88.06","13.5","0.00","0.60","100.0","0","7882","5","172.2","1","0","0","57.852","133.376","62.5","5","0.3","20.7","20.8","56.0","58.0","0","0","100.0","-4.15","-4.09","-3.44","-3.43","0.00","0.00","0.00","0.00","3807","4514","3966","3716","331.6","329.9","344.1","344.5","340.0","340.0","352.5","352.5","0.07","0.16","0.05","0.15","-0.1","-0.2","3.0","-131066.0","141.7","142.0","139.8","140.9"
"0","1","105.392","0.0","-0.03","0.30","-0.02","385.48","111.7","-96.02","14.1","0.00","0.60","100.0","0","7978","5","174.4","1","0","0","58.053","133.376","62.5","5","2.9","22.8","23.1","57.2","57.6","0","0","100.0","-4.27","-4.22","-3.36","-3.34","0.00","0.00","0.00","0.00","3817","3811","4348","4344","331.6","331.5","343.3","343.2","340.0","340.0","352.5","352.5","-0.10","0.00","-0.04","0.11","-0.1","0.0","1.0","-131066.0","143.5","143.5","141.4","142.8"
"0","1","105.392","0.0","-0.15","0.30","0.03","385.06","106.3","-104.07","14.7","0.00","0.60","100.0","0","8068","5","176.5","1","0","0","58.252","133.376","62.5","5","2.4","24.0","22.6","57.7","56.3","0","0","100.0","-4.21","-4.30","-3.29","-3.39","0.00","0.00","0.00","0.00","4185","3781","4728","4373","330.8","331.5","342.5","343.1","340.0","340.0","352.5","352.5","-0.23","-0.11","-0.22","-0.07","-0.1","0.0","1.0","-131066.0","145.5","145.2","143.0","144.4"
"0","1","105.392","0.0","-0.14","0.29","-0.03","385.80","100.7","-112.19","15.3","0.00","0.60","100.0","0","8162","5","178.5","1","0","1","58.453","133.376","62.5","5","1.4","23.5","22.2","57.3","56.0","0","0","100.0","-4.20","-4.29","-3.28","-3.38","0.00","0.00","0.00","0.00","3945","3626","4559","4270","331.3","331.9","342.9","343.3","340.0","340.0","352.5","352.5","-0.21","-0.10","-0.21","-0.06","-0.1","0.0","1.0","-131066.0","147.0","146.8","144.6","146.1"
"0","1","105.392","0.0","-0.12","0.28","0.02","384.74","95.0","-120.36","15.9","0.00","0.60","100.0","0","8245","5","180.5","1","0","1","58.653","133.376","62.5","5","3.3","24.2","23.3","57.7","56.7","0","0","100.0","-4.24","-4.28","-3.31","-3.38","0.00","0.00","0.00","0.00","4117","3888","4664","4433","330.9","331.3","342.6","343.0","340.0","340.0","352.5","352.5","-0.22","-0.10","-0.15","0.00","-0.1","0.0","1.0","-131072.0","148.7","148.6","146.1","147.6"
"0","1","105.392","0.0","-0.28","0.28","0.00","384.91","89.2","-128.59","16.5","0.00","0.61","100.0","0","8333","5","182.4","1","0","0","58.852","133.376","62.5","5","6.7","25.0","22.5","58.3","55.6","0","0","100.0","-4.19","-4.33","-3.23","-3.45","0.00","0.00","0.00","0.00","4381","3640","4877","4096","330.3","331.8","342.2","343.7","340.0","340.0","352.5","352.5","-0.46","-0.35","-0.31","-0.16","-0.1","0.0","1.0","-131072.0","150.5","150.0","147.7","149.1"
"0","1","105.392","0.0","-0.52","0.27","-0.01","384.76","83.3","-136.83","17.1","0.00","0.61","100.0","0","8418","5","184.3","1","0","0","59.053","133.376","62.5","5","15.3","26.3","21.7","59.8","54.6","0","0","100.0","-4.13","-4.40","-3.13","-3.56","0.00","0.00","0.00","0.00","4673","3249","5205","3749","329.7","332.7","341.5","344.5","340.0","340.0","352.5","352.5","-0.95","-0.84","-0.50","-0.36","-0.1","0.0","1.0","-131066.0","152.2","151.3","149.2","150.7"
"0","1","105.392","0.0","-1.18","0.12","-0.01","384.49","77.1","-145.01","17.7","0.00","0.61","100.0","0","8438","5","185.8","1","0","0","59.252","133.376","62.5","5","38.1","30.0","18.7","63.0","49.3","0","0","67.2","-3.92","-4.59","-2.77","-3.86","0.00","0.00","0.00","0.00","5903","2310","6155","2830","327.0","334.8","339.5","346.4","340.0","340.0","352.5","352.5","-2.40","-2.31","-1.15","-1.02","-0.1","0.0","1.0","-131072.0","154.1","151.6","150.0","150.5"
"0","1","105.392","0.0","-1.69","-0.28","-0.11","385.74","70.5","-152.92","18.2","0.00","0.61","100.0","0","8197","5","184.5","1","0","1","59.453","133.376","62.5","5","51.4","36.8","17.6","61.1","36.9","0","0","20.2","-3.70","-4.89","-2.28","-4.00","0.00","0.00","0.00","0.00","7146","1898","5763","1430","324.3","335.7","340.3","349.4","340.0","340.0","352.5","352.5","-4.04","-3.94","-2.43","-2.31","-0.2","0.0","-1.0","-131072.0","153.5","149.9","147.2","144.7"
"0","1","105.392","0.0","-2.00","-0.40","-0.08","385.20","63.5","-160.29","18.8","0.00","0.62","100.0","0","7993","5","181.6","1","0","1","59.653","133.376","62.5","5","92.6","40.3","17.2","59.3","28.5","0","0","6.4","-3.76","-4.79","-1.94","-4.09","0.00","0.00","0.00","0.00","8151","1929","5800","681","322.1","335.7","340.3","351.0","340.0","340.0","352.5","352.5","-7.66","-7.72","-4.10","-4.02","-0.4","0.0","-1.0","-131072.0","150.3","146.4","143.7","141.0"
"0","1","105.392","0.0","-2.44","-0.46","0.19","377.59","56.1","-167.00","19.2","0.00","0.62","100.0","0","7820","5","177.1","1","0","0","59.852","133.376","62.5","5","123.9","44.9","21.5","66.0","34.5","0","0","4.4","-3.81","-4.76","-1.82","-4.52","0.00","0.00","0.00","0.00","9990","1138","8623","0","318.1","337.4","334.3","352.5","340.0","340.0","352.5","352.5","-10.77","-11.02","-5.59","-5.56","-0.4","0.4","-1.0","-131072.0","145.9","141.5","141.1","137.4"
"0","1","105.392","0.0","-2.03","-0.40","-0.01","382.47","48.4","-172.90","19.6","0.00","0.62","100.0","0","7621","5","172.9","1","0","0","60.053","133.376","62.5","5","148.1","41.4","17.6","62.0","28.4","0","0","16.3","-3.95","-4.40","-1.77","-4.33","0.00","0.00","0.00","0.00","8792","880","7012","0","320.9","338.0","337.8","352.5","340.0","340.0","352.5","352.5","-13.08","-13.55","-6.29","-6.23","-0.7","0.4","-1.0","-131072.0","140.4","137.0","137.1","134.4"
"0","1","105.392","0.0","-1.77","-0.36","-0.23","384.75","40.4","-178.01","20.0","0.00","0.62","100.0","0","7480","5","168.8","1","0","0","60.252","133.376","62.5","5","172.8","38.5","17.1","59.1","28.0","0","0","19.4","-4.26","-3.89","-1.93","-4.09","0.00","0.00","0.00","0.00","7103","947","5976","778","324.6","337.9","340.0","350.8","340.0","340.0","352.5","352.5","-14.00","-14.67","-5.43","-5.32","-0.7","0.2","-1.0","-131072.0","135.8","133.2","133.8","132.6"
"0","1","105.392","0.0","-1.69","-0.30","-0.20","383.95","32.2","-182.32","20.4","0.00","0.62","100.0","0","7414","5","165.4","1","0","1","60.453","133.376","62.5","5","183.9","39.4","17.2","60.2","28.2","0","0","25.4","-4.34","-3.76","-1.99","-4.07","0.00","0.00","0.00","0.00","6811","1172","5533","1179","325.4","337.4","340.9","350.0","340.0","340.0","352.5","352.5","-12.73","-13.47","-3.27","-3.13","-0.7","-0.2","-1.0","-131072.0","133.6","131.0","132.1","131.9"
"0","1","105.392","0.0","-1.68","-0.17","-0.08","382.23","23.9","-185.91","20.8","0.00","0.63","100.0","0","7390","5","163.0","1","0","1","60.653","133.376","62.5","5","182.4","39.4","18.2","60.8","30.1","0","0","41.7","-4.40","-3.71","-2.07","-4.04","0.00","0.00","0.00","0.00","7070","1583","5500","1432","324.9","336.4","341.0","349.4","340.0","340.0","352.5","352.5","-11.34","-12.08","-2.32","-2.19","-0.7","-0.4","1.0","-131066.0","132.7","129.4","131.4","131.8"
"0","1","105.392","0.0","-1.82","0.02","-0.04","381.20","15.3","-188.82","21.1","0.00","0.63","100.0","0","7465","5","162.1","1","0","0","60.852","133.376","62.5","5","109.1","37.8","15.6","63.0","32.6","0","0","68.0","-3.99","-4.40","-2.08","-4.12","0.00","0.00","0.00","0.00","7350","1250","6139","1537","324.4","337.2","339.7","349.2","340.0","340.0","352.5","352.5","-8.52","-8.77","-3.20","-3.11","-0.7","-0.8","3.0","-131066.0","133.4","129.3","133.2","132.8"
"0","1","105.392","0.0","-1.80","0.30","0.03","380.44","6.6","-191.04","21.4","0.00","0.63","100.0","0","7557","5","162.6","1","0","0","61.053","133.376","62.5","5","12.5","37.0","14.0","63.5","34.4","0","0","92.6","-3.30","-5.25","-2.14","-4.11","0.00","0.00","0.00","0.00","7172","1131","6580","1792","324.8","337.5","338.8","348.6","340.0","340.0","352.5","352.5","-3.47","-3.34","-3.81","-3.73","-0.2","-0.2","1.0","-131066.0","135.3","131.6","133.1","136.0"
"0","1","105.392","0.0","-1.90","0.34","0.14","378.92","-2.3","-192.59","21.7","0.00","0.63","100.0","0","7630","5","164.2","1","0","0","61.252","133.376","62.5","5","39.1","35.4","15.0","64.0","37.0","0","0","100.0","-3.52","-5.01","-2.20","-4.14","0.00","0.00","0.00","0.00","7539","1791","6939","1720","324.0","336.0","338.0","348.8","340.0","340.0","352.5","352.5","-4.10","-4.00","-2.95","-2.87","-0.2","-0.2","1.0","-131066.0","136.4","133.5","134.1","137.6"
"0","1","105.392","0.0","-1.71","0.35","0.04","380.21","-11.5","-193.47","22.0","0.00","0.63","100.0","0","7695","5","166.0","1","0","1","61.453","133.376","62.5","5","55.7","32.1","14.5","62.8","37.9","0","0","100.0","-3.76","-4.68","-2.31","-4.05","0.00","0.00","0.00","0.00","6646","1616","6583","2169","325.9","336.4","338.8","347.8","340.0","340.0","352.5","352.5","-4.57","-4.55","-2.56","-2.47","-0.3","-0.2","1.0","-131066.0","137.6","134.5","135.7","138.4"
"0","1","105.392","0.0","-1.77","0.33","0.00","379.84","-20.7","-193.70","22.2","0.00","0.64","100.0","0","7802","5","167.6","1","0","1","61.653","133.376","62.5","5","53.8","32.5","13.3","63.2","37.1","0","0","100.0","-3.69","-4.73","-2.28","-4.07","0.00","0.00","0.00","0.00","6565","1440","6711","2293","326.1","336.7","338.6","347.5","340.0","340.0","352.5","352.5","-5.00","-4.99","-3.15","-3.05","-0.3","-0.4","3.0","-131066.0","138.8","135.4","139.3","138.6"
"0","1","105.392","0.0","-1.86","0.36","0.00","378.86","-30.1","-193.27","22.5","0.00","0.64","100.0","0","7889","5","169.0","1","0","0","61.852","133.376","62.5","5","51.0","33.2","12.2","63.7","36.1","0","0","100.0","-3.60","-4.82","-2.21","-4.12","0.00","0.00","0.00","0.00","6655","1242","7106","2395","326.0","337.2","337.8","347.3","340.0","340.0","352.5","352.5","-5.59","-5.58","-3.88","-3.77","-0.3","-0.4","3.0","-131066.0","139.8","136.2","139.0","142.0"
"0","1","105.392","0.0","-1.78","0.32","-0.07","378.28","-39.4","-192.13","22.7","0.00","0.64","100.0","0","7979","5","170.4","1","0","0","62.053","133.376","62.5","5","24.0","33.5","11.9","63.5","35.7","0","0","100.0","-3.44","-5.01","-2.21","-4.11","0.00","0.00","0.00","0.00","6165","1022","7133","2528","327.0","337.7","337.7","347.0","340.0","340.0","352.5","352.5","-4.64","-4.55","-4.24","-4.13","-0.2","-0.4","3.0","-131066.0","141.0","137.6","141.4","142.8"
"0","1","105.392","0.0","-1.52","0.39","-0.21","378.54","-48.7","-190.29","22.8","0.00","0.64","100.0","0","8032","5","171.9","1","0","0","62.252","133.376","62.5","5","20.5","33.4","12.2","62.7","36.5","0","0","100.0","-3.36","-5.04","-2.30","-4.03","0.00","0.00","0.00","0.00","5913","429","6338","2375","327.6","339.0","339.4","347.3","340.0","340.0","352.5","352.5","-3.93","-3.85","-3.68","-3.55","-0.2","-0.2","3.0","-131066.0","142.2","139.3","141.4","144.6"
"0","1","105.392","0.0","-1.54","0.28","-0.17","377.26","-58.0","-187.77","23.0","0.00","0.64","100.0","0","8062","5","173.6","1","0","1","62.453","133.376","62.5","5","54.1","33.3","13.1","63.2","37.1","0","0","100.0","-3.64","-4.80","-2.24","-4.03","0.00","0.00","0.00","0.00","6300","736","6307","1600","326.8","338.3","339.5","349.0","340.0","340.0","352.5","352.5","-4.86","-4.86","-2.69","-2.57","-0.2","-0.2","3.0","-131066.0","143.5","140.7","143.5","143.7"
"0","1","105.392","0.0","-1.63","0.20","-0.10","375.70","-67.2","-184.61","23.0","0.00","0.65","100.0","0","8138","5","175.2","1","0","1","62.653","133.376","62.5","5","44.2","33.0","13.2","63.2","37.7","0","0","100.0","-3.61","-4.84","-2.28","-4.08","0.00","0.00","0.00","0.00","6428","895","6483","1772","326.5","338.0","339.1","348.7","340.0","340.0","352.5","352.5","-4.43","-4.42","-2.87","-2.76","-0.2","-0.2","3.0","-131066.0","145.2","141.8","144.3","145.6"
"0","1","105.392","0.0","-1.41","0.26","-0.23","376.26","-76.2","-180.83","23.1","0.00","0.65","100.0","0","8219","5","176.9","1","0","0","62.852","133.376","62.5","5","16.0","30.8","12.2","62.3","37.6","0","0","100.0","-3.88","-5.00","-2.84","-4.03","0.00","0.00","0.00","0.00","5313","667","5912","1962","328.9","338.5","340.3","348.2","340.0","340.0","352.5","352.5","-3.32","-3.26","-3.20","-3.09","-0.1","-0.2","3.0","-131066.0","146.3","143.4","145.8","146.9"
"0","1","105.392","0.0","-1.27","0.32","-0.17","375.98","-85.1","-176.47","23.1","0.00","0.65","100.0","0","8304","5","178.7","1","0","0","63.053","133.376","62.5","5","14.6","26.7","13.8","55.3","38.4","0","0","100.0","-3.79","-4.90","-2.67","-3.83","0.00","0.00","0.00","0.00","5816","2092","4776","2326","327.8","335.2","342.7","347.4","340.0","340.0","352.5","352.5","-2.74","-2.65","-2.42","-2.30","-0.2","-0.2","3.0","-131066.0","147.8","145.9","147.6","148.2"
"0","1","105.392","0.0","-0.98","0.25","0.16","364.34","-93.8","-171.61","23.0","0.00","0.65","100.0","0","8301","5","180.9","1","0","0","63.252","133.376","62.5","5","7.2","38.4","16.4","64.9","44.9","0","0","100.0","-3.57","-6.10","-2.77","-5.29","0.01","0.00","0.00","0.00","6666","1248","10433","3748","326.0","337.2","331.1","344.3","340.0","340.0","352.5","352.5","-1.81","-1.64","-1.64","-1.49","-0.1","-0.2","1.0","-131072.0","149.8","147.7","148.6","147.1"
"0","1","105.392","0.0","-0.52","0.33","-0.00","368.94","-102.4","-166.40","22.9","0.00","0.65","100.0","0","8420","5","183.1","1","0","1","63.453","133.376","62.5","5","9.6","23.7","17.7","59.2","51.9","0","0","100.0","-3.90","-5.19","-2.95","-4.33","0.04","0.00","0.03","0.00","5115","2758","5536","3594","329.3","333.7","341.1","344.7","340.0","340.0","352.5","352.5","-1.32","-1.25","-0.98","-0.84","-0.2","-0.2","3.0","-131072.0","151.0","150.2","151.0","148.9"
"0","1","105.392","0.0","-0.44","0.28","-0.06","367.29","-111.1","-160.99","22.8","0.00","0.66","100.0","0","7004","6","183.3","1","0","1","63.653","133.376","62.5","5","7.1","28.2","22.8","56.7","50.8","0","0","100.0","-4.10","-5.05","-3.03","-4.06","0.07","0.00","0.06","0.00","4795","3253","4663","3538","329.9","332.6","342.9","344.8","340.0","340.0","352.5","352.5","-1.15","-0.99","-0.98","-0.82","-0.2","0.0","3.0","-131072.0","151.2","150.5","150.6","148.7"
"0","1","105.392","0.0","-0.56","0.30","-0.02","366.12","-119.6","-155.40","22.7","0.00","0.66","100.0","0","7058","6","185.3","1","0","0","63.852","133.376","62.5","5","4.3","23.4","19.2","59.3","54.4","0","0","100.0","-3.81","-4.80","-3.09","-3.91","0.00","0.00","0.06","0.00","6195","3034","6133","3532","327.0","333.1","339.9","344.8","340.0","340.0","352.5","352.5","-0.95","-0.82","-0.86","-0.69","-0.4","0.0","1.0","-131066.0","153.2","152.1","150.2","151.5"
"0","1","105.392","0.0","-0.39","0.25","0.20","365.38","-128.2","-149.61","22.5","0.00","0.66","100.0","0","7130","6","187.3","1","0","0","64.052","133.376","62.5","5","4.0","27.2","21.5","61.0","55.5","0","0","100.0","-5.28","-4.53","-4.52","-3.72","0.00","0.00","0.00","0.00","4788","3269","3392","4116","329.9","332.5","345.5","343.5","340.0","340.0","352.5","352.5","-0.65","-0.53","-0.54","-0.38","0.0","0.0","3.0","-131072.0","154.6","154.0","153.3","151.5"
"0","1","105.392","0.0","-0.20","0.29","-0.01","364.79","-136.8","-143.64","22.4","0.00","0.66","100.0","0","7192","6","189.4","1","0","0","64.252","133.376","62.5","5","-0.5","25.4","23.4","58.4","55.9","0","0","100.0","-4.19","-4.36","-3.27","-3.47","0.00","0.00","0.00","0.00","4369","3670","4881","4239","330.8","331.6","342.5","343.3","340.0","340.0","352.5","352.5","-0.24","-0.11","-0.31","-0.15","-0.1","0.0","3.0","-131072.0","156.1","155.9","154.3","153.2"
"0","1","105.392","0.0","-0.04","0.28","-0.07","365.35","-145.5","-137.54","22.2","0.00","0.67","100.0","0","7285","6","191.5","1","0","1","64.453","133.376","62.5","5","-0.5","24.9","23.6","57.1","56.0","0","0","100.0","-4.27","-4.32","-3.29","-3.37","0.00","0.00","0.00","0.00","4430","4129","4313","3866","330.7","330.6","343.6","344.1","340.0","340.0","352.5","352.5","-0.06","0.07","-0.07","0.09","-0.1","-0.2","3.0","-131072.0","157.7","157.8","156.1","155.3"
"0","1","105.392","0.0","0.02","0.27","0.10","363.49","-154.2","-131.38","22.1","0.00","0.67","100.0","0","7353","6","193.5","1","0","1","64.653","133.376","62.5","5","-0.5","25.5","25.0","56.3","56.6","0","0","100.0","-4.24","-4.18","-3.18","-3.21","0.00","0.00","0.00","0.00","5139","5149","4503","4349","329.2","328.2","343.2","343.0","340.0","340.0","352.5","352.5","-0.03","0.14","-0.04","0.12","-0.1","-0.2","3.0","-131072.0","159.7","159.8","157.7","156.6"
