"Format","MoTeC CSV File",,,"Workbook",""
"Venue","barcelona",,,"Worksheet",""
"Vehicle","bmw_z4_gt3",,,"Vehicle Desc",""
"Driver","Lach Dimitrov",,,"Engine ID",""
"Device","ADL"
"Comment","Exported Using ACTI v0.7",,,"Session",""
"Log Date","10/23/2014",,,"Origin Time","115.212","s"
"Log Time","3:39:00 PM",,,"Start Time","115.250","s"
"Sample Rate","5.000","Hz",,"End Time","220.150","s"
"Duration","104.900","s",,"Start Distance","4545","m"
"Range","Lap 1",,,"End Distance","9246","m"


"ABS Active","ABS Enabled","Best Lap Time","Brake Pos","CG Accel Lateral","CG Accel Longitudinal","CG Accel Vertical","CG Height","Car Coord X","Car Coord Y","Car Coord Z","Car Pitch Angle","Car Pos Norm","Clutch Pos","Engine Limiter","Engine RPM","Gear","Ground Speed","HR Sample Clock","In Pit","LR Sample Clock","Lap Time","Last Lap Time","Raw Data Sample Rate","Session Lap Count","Steering Angle","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","TC Active","TC Enabled","Throttle Pos","Tire Camber FL","Tire Camber FR","Tire Camber RL","Tire Camber RR","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR"
"","","s","%","G","G","G","mm","m","m","m","deg","","%","","rpm","","km/h","","","","s","s","Hz","","deg","mm","mm","mm","mm","","","%","deg","deg","deg","deg","","","","","N","N","N","N","mm","mm","mm","mm","mm","mm","mm","mm","deg","deg","deg","deg","%","%","%","%","rad/s","rad/s","rad/s","rad/s"


"0","1","105.392","0.0","0.00","0.23","0.04","363.23","-334.3","188.82","6.4","0.00","0.00","100.0","0","8047","6","212.3","1","0","0","0.047","133.376","50.0","5","-0.2","28.0","28.3","59.4","59.6","0","0","100.0","-4.36","-4.31","-3.43","-3.38","0.00","0.00","0.00","0.00","4690","4539","4914","4897","329.7","329.1","342.1","341.5","340.0","340.0","352.5","352.5","-0.06","0.12","-0.07","0.10","-0.1","0.0","1.0","-131072.0","175.1","175.2","171.3","172.6"
"0","1","105.392","0.0","-0.01","0.23","0.02","364.03","-322.5","188.74","6.4","0.00","0.00","100.0","0","8105","6","213.9","1","0","0","0.248","133.376","50.0","5","-0.2","28.0","27.4","59.8","59.5","0","0","100.0","-4.33","-4.33","-3.41","-3.40","0.00","0.00","0.00","0.00","4533","4398","4996","4825","330.0","329.4","341.9","341.7","340.0","340.0","352.5","352.5","-0.06","0.11","-0.07","0.10","-0.1","0.0","1.0","-131072.0","176.4","176.4","172.5","173.9"
"0","1","105.392","0.0","0.05","0.22","0.12","362.82","-310.6","188.66","6.4","0.00","0.01","100.0","0","8162","6","215.5","1","0","1","0.448","133.376","50.0","5","-0.2","28.2","30.4","59.5","60.3","0","0","100.0","-4.60","-4.27","-3.42","-3.31","0.00","0.00","0.00","0.00","4349","5301","4985","5599","330.4","327.3","341.9","339.9","340.0","340.0","352.5","352.5","-0.06","0.13","-0.07","0.10","-0.1","0.0","1.0","-131072.0","177.6","178.1","173.8","175.1"
"0","1","105.392","0.0","0.03","0.21","0.04","365.38","-298.6","188.57","6.4","0.00","0.01","100.0","0","8223","6","217.0","1","0","1","0.647","133.376","50.0","5","-0.2","26.6","26.5","57.5","58.1","0","0","100.0","-4.38","-4.25","-3.42","-3.26","0.00","0.00","0.00","0.00","4538","5008","4679","5005","330.0","328.0","342.6","341.3","340.0","340.0","352.5","352.5","-0.04","0.12","-0.07","0.10","-0.1","-0.2","1.0","-131072.0","178.9","179.2","175.2","176.3"
"0","1","105.392","0.0","0.03","0.22","-0.02","365.16","-286.5","188.49","6.4","0.00","0.01","100.0","0","8278","6","218.5","1","0","0","0.847","133.376","50.0","5","-0.2","27.2","27.8","58.8","58.7","0","0","100.0","-4.39","-4.27","-3.40","-3.32","0.00","0.00","0.00","0.00","4297","4459","4738","5236","330.5","329.3","342.5","340.8","340.0","340.0","352.5","352.5","-0.05","0.12","-0.06","0.12","-0.1","0.0","1.0","-131072.0","180.0","180.2","176.3","177.5"
"0","1","105.392","0.0","0.01","0.20","-0.01","365.12","-274.3","188.40","6.4","0.00","0.01","100.0","0","8329","6","219.9","1","0","0","1.047","133.376","50.0","5","-0.2","27.3","27.3","58.7","59.0","0","0","100.0","-4.35","-4.29","-3.41","-3.35","0.00","0.00","0.00","0.00","4527","4516","4794","4828","330.0","329.2","342.4","341.7","340.0","340.0","352.5","352.5","-0.05","0.12","-0.06","0.10","-0.1","0.0","1.0","-131072.0","181.3","181.4","177.4","178.6"
"0","1","105.392","0.0","0.01","0.20","-0.00","364.79","-262.0","188.32","6.4","0.00","0.02","100.0","0","8381","6","221.3","1","0","0","1.248","133.376","62.5","5","-0.2","27.6","27.6","58.7","58.9","0","0","100.0","-4.36","-4.25","-3.42","-3.35","0.00","0.00","0.00","0.00","4546","4649","4812","4900","330.0","328.9","342.3","341.5","340.0","340.0","352.5","352.5","-0.06","0.12","-0.07","0.10","-0.1","-0.2","1.0","-131072.0","182.5","182.7","178.5","179.7"
"0","1","105.392","0.0","0.02","-0.17","0.04","363.83","-249.7","188.24","6.4","0.00","0.02","100.0","0","7645","1","221.8","1","0","1","1.448","133.376","62.5","5","-0.2","28.9","30.5","57.9","57.7","0","0","100.0","-4.47","-4.24","-3.35","-3.22","0.00","0.00","0.00","0.00","4910","5403","4544","4795","329.2","327.1","342.9","341.8","340.0","340.0","352.5","352.5","-0.07","0.14","-0.05","0.12","0.0","0.0","-1.0","-131072.0","183.0","183.4","176.2","176.4"
"0","1","105.392","0.0","-0.00","0.18","-0.02","364.67","-237.4","188.17","6.4","0.00","0.02","100.0","0","7205","7","222.2","1","0","1","1.647","133.376","62.5","5","-0.2","27.9","27.3","58.9","59.5","0","0","100.0","-4.32","-4.33","-3.38","-3.31","0.00","0.00","0.00","0.00","4536","4334","4946","4856","330.0","329.6","342.0","341.6","340.0","340.0","352.5","352.5","-0.05","0.12","-0.07","0.09","-0.1","-0.2","1.0","-131072.0","183.2","183.2","179.0","180.3"
"0","1","105.392","0.0","0.01","0.18","-0.02","364.47","-225.0","188.09","6.4","0.00","0.02","100.0","0","7246","7","223.5","1","0","0","1.847","133.376","62.5","5","-0.2","28.0","28.4","58.8","58.7","0","0","100.0","-4.37","-4.29","-3.39","-3.32","0.00","0.00","0.00","0.00","4516","4597","4853","5004","330.0","329.0","342.2","341.3","340.0","340.0","352.5","352.5","-0.07","0.11","-0.07","0.10","-0.1","0.0","1.0","-131072.0","184.2","184.4","180.1","181.3"
"0","1","105.392","0.0","0.02","0.18","-0.03","364.44","-212.5","188.02","6.4","0.00","0.03","100.0","0","7283","7","224.7","1","0","0","2.047","133.376","62.5","5","-0.2","27.6","28.4","60.0","61.0","0","0","100.0","-4.38","-4.36","-3.47","-3.38","0.00","0.00","0.00","0.00","4334","3801","4968","5020","330.4","330.9","342.0","341.3","340.0","340.0","352.5","352.5","-0.05","0.12","-0.05","0.12","-0.1","0.0","1.0","-131072.0","185.2","185.1","181.0","182.2"
"0","1","105.392","0.0","0.02","0.17","0.03","363.60","-200.0","187.95","6.3","0.00","0.03","100.0","0","7323","7","225.9","1","0","0","2.248","133.376","62.5","5","-0.2","28.2","28.7","59.6","60.1","0","0","100.0","-4.39","-4.31","-3.45","-3.38","0.00","0.00","0.00","0.00","4699","4704","5013","5021","329.6","328.8","341.9","341.3","340.0","340.0","352.5","352.5","-0.05","0.13","-0.06","0.11","-0.1","0.0","1.0","-131072.0","186.3","186.5","182.0","183.2"
"0","1","105.392","0.0","0.02","0.17","-0.01","364.34","-187.4","187.88","6.3","0.00","0.03","100.0","0","7364","7","227.1","1","0","1","2.448","133.376","62.5","5","-0.2","28.1","28.0","59.0","59.1","0","0","100.0","-4.37","-4.31","-3.42","-3.36","0.00","0.00","0.00","0.00","4603","4669","4842","4957","329.8","328.8","342.3","341.5","340.0","340.0","352.5","352.5","-0.06","0.12","-0.06","0.11","-0.1","0.0","1.0","-131072.0","187.3","187.4","183.0","184.2"
"0","1","105.392","0.0","0.02","0.17","0.00","363.95","-174.8","187.82","6.3","0.00","0.04","100.0","0","7402","7","228.3","1","0","1","2.647","133.376","62.5","5","-0.2","28.4","28.5","59.1","59.1","0","0","100.0","-4.39","-4.30","-3.41","-3.36","0.00","0.00","0.00","0.00","4696","4899","4848","4925","329.6","328.3","342.3","341.5","340.0","340.0","352.5","352.5","-0.07","0.12","-0.07","0.09","-0.1","-0.2","1.0","-131072.0","188.3","188.5","184.0","185.1"
"0","1","105.392","0.0","0.04","0.17","0.04","363.23","-162.1","187.76","6.3","0.00","0.04","100.0","0","7438","7","229.5","1","0","0","2.847","133.376","62.5","5","-0.2","28.6","29.6","59.9","59.9","0","0","100.0","-4.44","-4.27","-3.50","-3.41","0.00","0.00","0.00","0.00","4518","4877","5070","5184","330.0","328.4","341.8","341.0","340.0","340.0","352.5","352.5","-0.06","0.13","-0.06","0.11","-0.1","0.0","1.0","-131072.0","189.2","189.5","184.8","186.1"
"0","1","105.392","0.0","0.05","0.16","0.16","361.63","-149.3","187.70","6.3","0.00","0.04","100.0","0","7475","7","230.6","1","0","0","3.047","133.376","62.5","5","-0.2","29.4","30.4","59.3","60.4","0","0","100.0","-4.50","-4.24","-3.49","-3.33","0.00","0.00","0.00","0.00","4913","5752","5103","5589","329.1","326.3","341.7","340.1","340.0","340.0","352.5","352.5","-0.08","0.12","-0.08","0.09","-0.1","0.0","1.0","-131072.0","190.3","190.9","185.8","187.0"
"0","1","105.392","0.0","0.00","0.16","-0.07","364.44","-136.4","187.65","6.3","0.00","0.04","100.0","0","7513","7","231.8","1","0","0","3.247","133.376","62.5","5","-0.2","28.5","28.0","59.4","59.8","0","0","100.0","-4.32","-4.30","-3.37","-3.37","0.00","0.00","0.00","0.00","4653","4296","4796","4715","329.7","329.8","342.4","342.0","340.0","340.0","352.5","352.5","-0.07","0.12","-0.07","0.10","-0.1","0.0","1.0","-131072.0","191.1","191.1","186.7","187.9"
"0","1","105.392","0.0","0.00","0.16","-0.09","364.35","-123.5","187.60","6.3","0.00","0.05","100.0","0","7550","7","232.9","1","0","1","3.447","133.376","62.5","5","-0.2","28.6","28.3","60.1","59.7","0","0","100.0","-4.34","-4.35","-3.41","-3.43","0.00","0.00","0.00","0.00","4624","4349","4808","4619","329.8","329.6","342.4","342.3","340.0","340.0","352.5","352.5","-0.06","0.12","-0.06","0.11","-0.1","0.0","1.0","-131072.0","192.0","192.0","187.6","188.9"
"0","1","105.392","0.0","-0.02","0.16","-0.06","363.76","-110.6","187.56","6.3","0.00","0.05","100.0","0","7583","7","234.0","1","0","1","3.648","133.376","62.5","5","-0.2","29.0","28.7","60.5","60.6","0","0","100.0","-4.34","-4.42","-3.42","-3.43","0.00","0.00","0.00","0.00","4792","4041","5077","4692","329.4","330.4","341.8","342.1","340.0","340.0","352.5","352.5","-0.07","0.12","-0.07","0.11","-0.1","0.0","1.0","-131072.0","193.0","192.8","188.4","189.7"
"0","1","105.392","0.0","-0.07","0.19","-0.45","370.38","-97.5","187.52","6.3","0.00","0.05","100.0","0","7620","7","235.1","1","0","0","3.847","133.376","62.5","5","-0.2","25.9","17.5","60.1","60.2","0","0","100.0","-3.80","-4.64","-3.43","-3.69","0.00","0.00","0.00","0.00","3455","976","4825","4542","332.4","337.7","342.3","342.4","340.0","340.0","352.5","352.5","-0.02","0.09","-0.04","0.13","0.0","0.2","1.0","-131072.0","193.4","192.6","189.3","190.7"
"0","1","105.392","0.0","-0.26","-0.02","-0.52","373.80","-84.5","187.49","6.3","0.00","0.05","100.0","0","7695","7","236.1","1","0","0","4.047","133.376","62.5","5","-0.2","25.9","18.4","61.0","55.5","0","0","100.0","-3.72","-4.67","-2.93","-3.81","0.00","0.00","0.00","0.00","5623","2127","2532","0","327.6","334.9","347.2","352.5","340.0","340.0","352.5","352.5","-0.08","0.05","-0.09","-0.03","-0.1","0.0","3.0","-131066.0","195.0","193.5","191.4","192.4"
"0","1","105.392","0.0","-0.16","0.16","0.03","361.56","-71.3","187.44","6.3","0.00","0.06","100.0","0","7682","7","237.2","1","0","0","4.247","133.376","62.5","5","-0.1","31.1","29.3","63.9","62.5","0","0","100.0","-4.25","-4.47","-3.37","-3.62","0.00","0.00","0.00","0.00","5226","4065","5993","4518","328.4","330.3","339.9","342.5","340.0","340.0","352.5","352.5","-0.21","0.00","-0.20","-0.00","-0.1","0.0","1.0","-131072.0","195.8","195.4","190.9","192.2"
"0","1","105.392","0.0","0.01","0.15","0.10","361.82","-58.1","187.35","6.3","0.00","0.06","100.0","0","7718","7","238.2","1","0","1","4.447","133.376","62.5","5","0.1","29.7","30.0","60.9","60.3","0","0","100.0","-4.43","-4.31","-3.50","-3.44","0.00","0.00","0.00","0.00","4941","5183","5431","5448","329.1","327.7","341.1","340.5","340.0","340.0","352.5","352.5","-0.11","0.09","-0.08","0.09","-0.1","0.0","1.0","-131072.0","196.6","196.9","191.8","193.1"
"0","1","105.392","0.0","-0.00","0.14","-0.14","365.56","-44.8","187.25","6.3","0.00","0.06","100.0","0","7752","7","239.3","1","0","1","4.648","133.376","62.5","5","-0.9","28.3","24.6","60.8","61.8","0","0","100.0","-4.21","-4.47","-3.50","-3.64","0.00","0.00","0.00","0.00","4422","3595","4836","4428","330.2","331.5","342.3","342.7","340.0","340.0","352.5","352.5","-0.03","0.12","-0.09","0.07","-0.1","-0.2","1.0","-131072.0","197.1","196.8","192.7","193.9"
"0","1","105.392","0.0","0.04","0.14","-0.11","363.97","-31.5","187.16","6.3","0.00","0.07","100.0","0","7787","7","240.3","1","0","0","4.847","133.376","62.5","5","-0.9","27.7","28.3","59.8","60.3","0","0","100.0","-4.37","-4.30","-3.45","-3.44","0.00","0.00","0.00","0.00","4589","4494","4671","4763","329.8","329.3","342.7","342.0","340.0","340.0","352.5","352.5","-0.01","0.17","-0.03","0.14","-0.1","0.0","1.0","-131072.0","198.1","198.2","194.6","193.7"
"0","1","105.392","0.0","0.04","0.14","-0.13","363.17","-18.1","187.10","6.2","0.00","0.07","100.0","0","7818","7","241.3","1","0","0","5.047","133.376","62.5","5","-0.9","27.4","28.0","59.9","61.1","0","0","100.0","-4.36","-4.27","-3.46","-3.37","0.00","0.00","0.00","0.00","4415","4401","4621","4778","330.2","329.6","342.8","342.0","340.0","340.0","352.5","352.5","0.00","0.18","-0.03","0.14","-0.1","0.0","1.0","-131072.0","198.8","199.0","195.4","194.5"
"0","1","105.392","0.0","0.02","0.14","-0.12","362.70","-4.7","187.05","6.1","0.00","0.07","100.0","0","7851","7","242.3","1","0","0","5.247","133.376","62.5","5","-0.9","27.5","27.4","58.7","60.1","0","0","100.0","-4.32","-4.36","-3.45","-3.34","0.00","0.00","0.00","0.00","4587","4079","4926","4991","329.8","330.3","342.2","341.5","340.0","340.0","352.5","352.5","0.01","0.18","-0.02","0.14","-0.1","-0.2","1.0","-131072.0","199.8","199.7","196.2","195.3"
"0","1","105.392","0.0","0.06","0.14","0.02","359.93","8.8","187.03","6.0","0.00","0.08","100.0","0","7883","7","243.3","1","0","1","5.447","133.376","62.5","5","-0.1","28.8","29.6","59.0","60.2","0","0","100.0","-4.44","-4.28","-3.48","-3.33","0.00","0.00","0.00","0.00","4861","5269","4925","5347","329.2","327.5","342.2","340.7","340.0","340.0","352.5","352.5","-0.03","0.17","-0.03","0.15","-0.1","0.0","1.0","-131072.0","200.7","201.1","197.1","196.1"
"0","1","105.392","0.0","-0.04","0.14","-0.05","359.70","22.4","187.03","5.9","0.00","0.08","100.0","0","7914","7","244.3","1","0","1","5.648","133.376","62.5","5","1.0","29.5","29.4","60.3","60.5","0","0","100.0","-4.38","-4.33","-3.44","-3.40","0.00","0.00","0.00","0.00","4771","4708","4979","4982","329.4","328.8","342.0","341.6","340.0","340.0","352.5","352.5","-0.15","0.05","-0.12","0.06","-0.1","0.0","1.0","-131072.0","201.6","201.6","197.9","196.8"
"0","1","105.392","0.0","-0.17","0.12","-0.15","360.73","36.0","187.00","5.8","0.00","0.08","100.0","0","7948","7","245.3","1","0","0","5.847","133.376","62.5","5","1.9","30.1","26.2","61.0","59.5","0","0","100.0","-4.22","-4.51","-3.36","-3.48","0.00","0.00","0.00","0.00","5099","3853","5098","4517","328.7","330.9","341.8","342.6","340.0","340.0","352.5","352.5","-0.25","-0.06","-0.18","0.00","-0.1","-0.2","1.0","-131072.0","202.5","201.9","198.6","197.7"
"0","1","105.392","0.0","-0.16","0.13","0.04","358.26","49.6","186.93","5.6","0.00","0.08","100.0","0","7978","7","246.3","1","0","0","6.047","133.376","62.5","5","0.7","31.1","28.9","60.8","59.1","0","0","100.0","-4.33","-4.41","-3.37","-3.42","0.00","0.00","0.00","0.00","5343","5195","5285","5027","328.2","327.7","341.4","341.5","340.0","340.0","352.5","352.5","-0.27","-0.05","-0.25","-0.07","-0.1","-0.2","1.0","-131072.0","203.5","203.4","199.5","198.4"
"0","1","105.392","0.0","-0.05","0.13","0.02","357.69","63.3","186.81","5.5","0.00","0.09","100.0","0","8008","7","247.2","1","0","0","6.248","133.376","62.5","5","-0.5","31.3","30.7","61.0","59.6","0","0","100.0","-4.42","-4.42","-3.47","-3.46","0.00","0.00","0.00","0.00","5015","5276","5307","5149","328.9","327.5","341.4","341.2","340.0","340.0","352.5","352.5","-0.15","0.08","-0.15","0.04","-0.1","0.0","1.0","-131072.0","204.0","204.3","200.1","199.2"
"0","1","105.392","0.0","-0.03","0.13","-0.11","360.83","77.1","186.66","5.3","0.00","0.09","100.0","0","8034","7","248.2","1","0","1","6.447","133.376","62.5","5","0.3","27.7","24.3","61.2","62.7","0","0","100.0","-4.25","-4.46","-3.57","-3.67","0.00","0.00","0.00","0.00","4692","3817","5182","3896","329.6","331.0","341.6","344.0","340.0","340.0","352.5","352.5","-0.06","0.09","-0.08","0.08","-0.1","-0.2","1.0","-131072.0","204.6","204.3","199.8","200.9"
"0","1","105.392","0.0","-0.06","0.12","-0.12","358.96","90.9","186.51","5.1","0.00","0.09","100.0","0","8071","7","249.1","1","0","1","6.648","133.376","62.5","5","0.3","29.2","28.2","60.1","59.4","0","0","100.0","-4.32","-4.38","-3.37","-3.41","0.00","0.00","0.00","0.00","5038","4653","4823","4436","328.9","329.0","342.4","342.8","340.0","340.0","352.5","352.5","-0.11","0.08","-0.10","0.08","-0.1","-0.2","1.0","-131072.0","205.6","205.5","201.7","200.8"
"0","1","105.392","0.0","-0.08","0.11","-0.04","357.38","104.8","186.36","4.9","0.00","0.10","100.0","0","8096","7","250.0","1","0","0","6.847","133.376","62.5","5","0.1","30.1","28.0","60.4","60.4","0","0","100.0","-4.34","-4.42","-3.49","-3.50","0.00","0.00","0.00","0.00","5195","4817","5180","4573","328.5","328.6","341.7","342.5","340.0","340.0","352.5","352.5","-0.14","0.06","-0.14","0.03","-0.1","-0.2","1.0","-131072.0","206.4","206.3","202.4","201.4"
"0","1","105.392","0.0","0.03","0.13","-0.05","358.27","118.7","186.18","4.7","0.00","0.10","100.0","0","8133","7","250.9","1","0","0","7.047","133.376","62.5","5","-0.2","27.7","27.2","57.9","57.1","0","0","100.0","-4.43","-4.29","-3.46","-3.34","0.00","0.00","0.00","0.00","4581","5681","4615","5228","329.9","326.6","342.8","341.1","340.0","340.0","352.5","352.5","-0.10","0.07","-0.11","0.05","-0.1","-0.2","1.0","-131072.0","206.9","207.6","202.3","203.3"
"0","1","105.392","0.0","0.03","0.13","0.02","354.53","132.6","185.99","4.4","0.00","0.10","100.0","0","8154","7","251.9","1","0","0","7.248","133.376","62.5","5","-0.6","30.3","30.7","59.9","60.5","0","0","100.0","-4.43","-4.33","-3.46","-3.37","0.00","0.00","0.00","0.00","5171","5376","5113","5322","328.6","327.3","341.8","340.9","340.0","340.0","352.5","352.5","-0.06","0.15","-0.07","0.11","-0.1","0.0","1.0","-131072.0","207.9","208.2","202.8","203.9"
"0","1","105.392","0.0","0.04","0.12","-0.08","355.10","146.6","185.81","4.1","0.00","0.11","100.0","0","8183","7","252.8","1","0","1","7.447","133.376","62.5","5","-0.6","29.8","30.1","59.7","60.4","0","0","100.0","-4.39","-4.31","-3.47","-3.36","0.00","0.00","0.00","0.00","4858","4976","4723","5039","329.3","328.3","342.6","341.5","340.0","340.0","352.5","352.5","-0.03","0.18","-0.04","0.14","-0.1","0.0","1.0","-131072.0","208.5","208.7","203.5","204.6"
"0","1","105.392","0.0","0.03","0.12","-0.00","353.32","160.7","185.63","3.8","0.00","0.11","100.0","0","8210","7","253.6","1","0","1","7.648","133.376","62.5","5","-0.6","30.8","31.5","60.1","61.2","0","0","100.0","-4.45","-4.36","-3.49","-3.38","0.00","0.00","0.00","0.00","5125","5088","5135","5346","328.7","328.0","341.8","340.9","340.0","340.0","352.5","352.5","-0.05","0.18","-0.05","0.13","-0.1","0.0","1.0","-131072.0","209.4","209.5","204.1","205.3"
"0","1","105.392","0.0","0.03","0.12","-0.03","352.96","174.8","185.47","3.5","0.00","0.11","100.0","0","8237","7","254.5","1","0","0","7.847","133.376","62.5","5","-0.6","31.3","31.6","60.4","61.0","0","0","100.0","-4.46","-4.35","-3.47","-3.39","0.00","0.00","0.00","0.00","5104","5263","5011","5182","328.7","327.6","342.0","341.2","340.0","340.0","352.5","352.5","-0.05","0.19","-0.05","0.13","-0.1","0.0","1.0","-131072.0","210.1","210.3","204.8","205.9"
"0","1","105.392","0.0","0.04","0.11","0.07","351.72","189.0","185.33","3.2","0.00","0.11","100.0","0","8264","7","255.3","1","0","0","8.047","133.376","62.5","5","-0.6","31.4","31.8","60.1","61.3","0","0","100.0","-4.44","-4.34","-3.47","-3.34","0.00","0.00","0.00","0.00","5388","5587","5334","5629","328.1","326.9","341.4","340.3","340.0","340.0","352.5","352.5","-0.05","0.18","-0.06","0.13","-0.1","0.0","1.0","-131072.0","210.9","211.2","205.5","206.6"
"0","1","105.392","0.0","-0.01","0.10","-0.25","355.78","203.2","185.19","2.8","0.00","0.12","100.0","0","8296","7","256.2","1","0","0","8.248","133.376","62.5","5","-0.6","29.7","28.7","59.6","59.3","0","0","100.0","-4.33","-4.38","-3.38","-3.42","0.00","0.00","0.00","0.00","4801","4593","4234","3860","329.4","329.2","343.7","344.1","340.0","340.0","352.5","352.5","-0.04","0.17","-0.04","0.13","-0.1","-0.2","1.0","-131072.0","211.3","211.3","206.2","207.5"
"0","1","105.392","0.0","0.07","0.11","-0.03","351.86","217.4","185.06","2.5","0.00","0.12","100.0","0","8316","7","257.0","1","0","1","8.447","133.376","62.5","5","-1.8","31.3","31.9","60.2","61.5","0","0","100.0","-4.42","-4.33","-3.47","-3.36","0.00","0.00","0.00","0.00","5253","5296","4964","5228","328.4","327.6","342.2","341.2","340.0","340.0","352.5","352.5","0.03","0.27","-0.03","0.16","-0.1","0.0","1.0","-131072.0","212.2","212.4","206.8","207.9"
"0","1","105.392","0.0","0.10","0.09","-0.06","351.64","231.7","184.97","2.1","0.00","0.12","100.0","0","8341","7","257.8","1","0","1","8.648","133.376","62.5","5","-1.8","32.2","32.8","60.7","62.1","0","0","100.0","-4.45","-4.37","-3.51","-3.41","0.00","0.00","0.00","0.00","5384","5491","4770","4701","328.1","327.1","342.6","342.3","340.0","340.0","352.5","352.5","0.05","0.32","0.02","0.21","-0.1","-0.2","1.0","-131072.0","212.8","213.1","207.4","208.6"
"0","1","105.392","0.0","0.11","0.10","0.04","350.67","246.1","184.93","1.8","0.00","0.13","100.0","0","8364","7","258.5","1","0","0","8.847","133.376","62.5","5","-1.1","33.4","34.4","60.4","62.1","0","0","100.0","-4.48","-4.34","-3.49","-3.35","0.00","0.00","0.00","0.00","5487","5607","5192","5577","327.9","326.9","341.7","340.4","340.0","340.0","352.5","352.5","0.02","0.30","0.02","0.22","-0.1","0.0","1.0","-131072.0","213.5","213.8","208.0","209.1"
"0","1","105.392","0.0","0.05","0.09","-0.08","352.17","260.4","184.93","1.5","0.00","0.13","100.0","0","8387","7","259.2","1","0","0","9.047","133.376","62.5","5","-1.1","33.5","33.6","61.6","62.3","0","0","100.0","-4.42","-4.43","-3.50","-3.47","0.00","0.00","0.00","0.00","5462","5168","4905","4637","327.9","327.9","342.3","342.5","340.0","340.0","352.5","352.5","-0.02","0.27","-0.02","0.17","-0.1","-0.2","1.0","-131072.0","214.1","214.1","208.6","209.7"
"0","1","105.392","0.0","0.07","0.09","0.07","351.45","274.9","184.96","1.2","0.00","0.13","100.0","0","8410","7","259.9","1","0","0","9.248","133.376","62.5","5","-1.1","33.6","34.2","60.2","61.1","0","0","100.0","-4.49","-4.37","-3.49","-3.37","0.00","0.00","0.00","0.00","5784","6070","5270","5605","327.2","325.8","341.5","340.4","340.0","340.0","352.5","352.5","-0.03","0.25","-0.03","0.17","-0.1","0.0","1.0","-131072.0","214.9","215.2","209.2","210.3"
"0","1","105.392","0.0","0.08","0.09","0.10","350.72","289.3","185.02","0.9","0.00","0.14","100.0","0","8430","7","260.6","1","0","1","9.447","133.376","62.5","5","-1.1","34.4","35.4","61.7","63.1","0","0","100.0","-4.53","-4.37","-3.55","-3.39","0.00","0.00","0.00","0.00","5462","5852","5493","5915","327.9","326.3","341.1","339.7","340.0","340.0","352.5","352.5","-0.03","0.26","-0.02","0.17","-0.1","0.0","1.0","-131072.0","215.3","215.6","209.6","210.8"
"0","1","105.392","0.0","0.07","0.10","-0.02","352.23","303.8","185.10","0.7","0.00","0.14","100.0","0","8449","7","261.2","1","0","1","9.648","133.376","62.5","5","-1.2","34.1","34.8","62.1","63.3","0","0","100.0","-4.48","-4.40","-3.56","-3.40","0.00","0.00","0.00","0.00","5112","5136","5245","5754","328.7","328.0","341.6","340.1","340.0","340.0","352.5","352.5","-0.02","0.28","-0.02","0.17","-0.1","0.0","1.0","-131072.0","215.6","215.8","210.1","211.3"
"0","1","105.392","0.0","0.03","0.09","0.10","351.70","318.3","185.21","0.5","0.00","0.14","100.0","0","8469","7","261.8","1","0","0","9.847","133.376","62.5","5","0.7","35.2","35.8","61.5","62.4","0","0","100.0","-4.52","-4.39","-3.51","-3.41","0.00","0.00","0.00","0.00","5752","5930","5538","5765","327.3","326.2","341.0","340.1","340.0","340.0","352.5","352.5","-0.12","0.19","-0.03","0.17","-0.1","0.0","1.0","-131072.0","216.5","216.7","210.6","211.7"
"0","1","105.392","0.0","-0.03","0.09","-0.02","353.15","332.9","185.32","0.3","0.00","0.15","100.0","0","8487","7","262.4","1","0","0","10.047","133.376","62.5","5","-0.5","34.8","34.5","62.6","63.0","0","0","100.0","-4.43","-4.45","-3.51","-3.45","0.00","0.00","0.00","0.00","5418","5162","5407","5504","328.1","328.0","341.3","340.7","340.0","340.0","352.5","352.5","-0.13","0.17","-0.12","0.08","-0.1","-0.2","1.0","-131072.0","216.8","216.7","211.1","212.2"
"0","1","105.392","0.0","-0.00","0.08","0.06","353.33","347.5","185.43","0.1","0.00","0.15","100.0","0","8506","7","263.0","1","0","0","10.248","133.376","62.5","5","0.1","34.9","34.9","61.7","62.0","0","0","100.0","-4.48","-4.41","-3.49","-3.43","0.00","0.00","0.00","0.00","5610","5757","5451","5622","327.6","326.6","341.2","340.4","340.0","340.0","352.5","352.5","-0.12","0.17","-0.08","0.12","-0.1","0.0","1.0","-131072.0","217.3","217.5","211.5","212.6"
