"Format","MoTeC CSV File",,,"Workbook",""
"Venue","suzuka_0.9",,,"Worksheet",""
"Vehicle","bmw_z4_gt3",,,"Vehicle Desc",""
"Driver","Lach Dimitrov",,,"Engine ID",""
"Device","ADL"
"Comment","Exported Using ACTI v0.6",,,"Session",""
"Log Date","10/16/2014",,,"Origin Time","172.345","s"
"Log Time","3:05:00 PM",,,"Start Time","172.350","s"
"Sample Rate","5.000","Hz",,"End Time","295.300","s"
"Duration","122.950","s",,"Start Distance","5917","m"
"Range","Lap 1",,,"End Distance","11660","m"


"Ground Speed","ABS Enabled","ABS Active","TC Enabled","TC Active","In Pit","Engine Limiter","CG Accel Lateral","CG Accel Vertical","CG Accel Longitudinal","Lap Time","Session Lap Count","Throttle Pos","Brake Pos","Clutch Pos","Engine RPM","Steering Angle","Gear","CG Height","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Camber FL","Tire Camber FR","Tire Camber RL","Tire Camber RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","Car Pos Norm","Car Pitch Angle","Car Coord X","Car Coord Z","Car Coord Y","Raw Data Sampl Rate","Sampl Clock"
"km/h","","","","","","","G","G","G","s","","%","%","%","rpm","deg","","mm","rad/s","rad/s","rad/s","rad/s","deg","deg","deg","deg","%","%","%","%","N","N","N","N","","","","","deg","deg","deg","deg","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","","deg","m","m","m","Hz",""


"237.4","1","0","0","0","0","0","-0.13","-0.00","0.16","0.025","10","100.0","0.0","100.0","7696","-0.1","7","352.92","196.1","195.8","191.4","192.4","-0.23","-0.04","-0.24","-0.06","-0.1","0.0","262148.0","3.0","4961","4636","5432","5070","0.00","0.00","0.00","0.00","-4.28","-4.44","-3.37","-3.52","340.0","340.0","352.5","352.5","328.5","329.5","340.6","341.5","30.0","28.5","61.9","60.2","0.00","0.00","-626.4","-25.5","631.1","62.5","1"
"238.6","1","0","0","0","0","0","-0.04","-0.00","0.16","0.225","10","100.0","0.0","100.0","7734","-0.1","7","352.76","196.9","196.9","192.3","193.4","-0.15","0.03","-0.15","0.01","-0.1","0.0","262148.0","3.0","4868","4773","5328","5201","0.00","0.00","0.00","0.00","-4.32","-4.39","-3.41","-3.48","340.0","340.0","352.5","352.5","328.7","329.2","340.8","341.2","29.7","29.1","61.5","60.8","0.00","0.00","-626.3","-25.8","644.3","62.5","1"
"239.8","1","0","0","0","0","0","-0.00","-0.00","0.15","0.425","10","100.0","0.0","100.0","7770","-0.1","7","352.56","197.9","197.8","193.2","194.3","-0.12","0.08","-0.10","0.09","-0.1","0.0","262148.0","3.0","4849","4825","5305","5267","0.00","0.00","0.00","0.00","-4.35","-4.38","-3.42","-3.46","340.0","340.0","352.5","352.5","328.7","329.0","340.9","341.1","29.6","29.6","61.3","61.1","0.00","0.00","-626.3","-26.2","657.6","62.5","1"
"240.9","1","0","0","0","0","0","-0.05","0.00","0.17","0.625","10","100.0","0.0","100.0","7806","-0.1","7","352.36","198.9","198.7","194.1","195.2","-0.15","0.04","-0.15","0.04","-0.1","0.0","262148.0","3.0","4938","4788","5392","5218","0.00","0.00","0.00","0.00","-4.33","-4.40","-3.42","-3.48","340.0","340.0","352.5","352.5","328.5","329.1","340.7","341.2","29.9","29.5","61.6","61.0","0.01","0.00","-626.2","-26.6","670.9","62.5","1"
"242.0","1","0","0","0","0","0","-0.03","-0.00","0.17","0.825","10","100.0","0.0","100.0","7842","-0.1","7","352.24","199.8","199.7","195.0","196.1","-0.14","0.05","-0.13","0.09","-0.1","0.0","262148.0","3.0","4916","4828","5365","5256","0.00","0.00","0.00","0.00","-4.34","-4.39","-3.42","-3.47","340.0","340.0","352.5","352.5","328.6","329.0","340.8","341.1","30.0","29.6","61.6","61.1","0.01","0.00","-626.1","-26.9","684.3","62.5","1"
"243.1","1","0","0","0","0","0","-0.02","-0.00","0.15","1.025","10","100.0","0.0","100.0","7876","-0.1","7","352.02","200.7","200.6","195.8","196.9","-0.14","0.06","-0.13","0.07","-0.1","0.0","262148.0","3.0","4928","4862","5378","5279","0.00","0.00","0.00","0.00","-4.34","-4.39","-3.43","-3.47","340.0","340.0","352.5","352.5","328.5","329.0","340.7","341.1","30.1","29.8","61.7","61.2","0.01","0.00","-626.0","-27.3","697.8","62.5","1"
"244.1","1","0","0","0","0","0","-0.00","-0.00","0.16","1.225","10","100.0","0.0","100.0","7910","-0.6","7","351.81","201.5","201.5","196.7","197.8","-0.10","0.10","-0.09","0.06","-0.1","0.0","262148.0","3.0","4938","4908","5369","5324","0.00","0.00","0.00","0.00","-4.35","-4.39","-3.44","-3.46","340.0","340.0","352.5","352.5","328.5","328.9","340.8","341.0","30.2","30.0","61.7","61.4","0.01","0.00","-625.8","-27.7","711.3","62.5","1"
"245.2","1","0","0","0","0","0","0.02","0.00","0.15","1.425","10","100.0","0.0","100.0","7943","-0.9","7","351.64","202.4","202.4","197.5","198.6","-0.06","0.13","-0.06","0.10","-0.1","0.0","262148.0","3.0","4920","4961","5334","5373","0.00","0.00","0.00","0.00","-4.37","-4.37","-3.45","-3.45","340.0","340.0","352.5","352.5","328.6","328.7","340.9","340.9","30.1","30.4","61.5","61.7","0.02","0.00","-625.7","-28.1","724.9","62.5","1"
"246.2","1","0","0","0","0","0","0.06","-0.00","0.15","1.625","10","100.0","0.0","100.0","7976","-0.9","7","351.46","203.2","203.3","198.3","199.5","-0.02","0.16","-0.03","0.14","-0.1","0.0","262148.0","3.0","4892","5033","5307","5431","0.00","0.00","0.00","0.00","-4.39","-4.36","-3.46","-3.44","340.0","340.0","352.5","352.5","328.6","328.6","340.9","340.8","30.1","30.7","61.4","62.0","0.02","0.00","-625.6","-28.4","738.5","62.5","1"
"247.2","1","0","0","0","0","0","0.08","-0.00","0.13","1.825","10","100.0","0.0","100.0","8009","-0.9","7","351.29","204.0","204.1","199.1","200.3","-0.02","0.19","-0.04","0.18","-0.1","0.0","262148.0","3.0","4901","5071","5303","5461","0.00","0.00","0.00","0.00","-4.40","-4.36","-3.47","-3.44","340.0","340.0","352.5","352.5","328.6","328.5","340.9","340.7","30.2","30.9","61.4","62.1","0.02","0.00","-625.5","-28.8","752.2","62.5","1"
"248.2","1","0","0","0","0","0","0.06","0.01","0.12","2.025","10","100.0","0.0","100.0","8039","-0.9","7","351.07","204.9","204.9","199.9","201.0","-0.03","0.19","-0.05","0.14","-0.1","0.0","262148.0","3.0","4917","5104","5309","5492","0.00","0.00","0.00","0.00","-4.41","-4.36","-3.49","-3.42","340.0","340.0","352.5","352.5","328.6","328.4","340.9","340.7","30.3","31.2","61.4","62.3","0.02","0.00","-625.4","-29.2","766.0","62.5","1"
"249.1","1","0","0","0","0","0","0.04","-0.01","0.13","2.225","10","100.0","0.0","100.0","8070","-0.9","7","351.10","205.7","205.7","200.7","201.8","-0.03","0.18","-0.05","0.13","-0.1","0.0","262148.0","3.0","4939","5089","5307","5448","0.00","0.00","0.00","0.00","-4.39","-4.37","-3.47","-3.43","340.0","340.0","352.5","352.5","328.5","328.5","340.9","340.8","30.4","31.0","61.5","62.1","0.03","0.00","-625.4","-29.6","779.8","62.5","1"
"250.1","1","0","0","0","0","0","0.09","0.00","0.14","2.425","10","100.0","0.0","100.0","8100","-0.6","7","350.66","206.4","206.5","201.4","202.5","-0.03","0.20","0.01","0.19","-0.1","0.0","262148.0","3.0","4929","5188","5310","5557","0.00","0.00","0.00","0.00","-4.42","-4.36","-3.50","-3.43","340.0","340.0","352.5","352.5","328.6","328.2","340.9","340.5","30.6","31.5","61.6","62.5","0.03","0.00","-625.3","-30.0","793.7","62.5","1"
"251.0","1","0","0","0","0","0","0.03","-0.00","0.13","2.625","10","100.0","0.0","100.0","8129","-0.8","7","350.61","207.2","207.2","202.2","203.2","-0.06","0.16","-0.06","0.12","-0.1","0.0","262148.0","3.0","5007","5126","5376","5484","0.00","0.00","0.00","0.00","-4.39","-4.37","-3.47","-3.45","340.0","340.0","352.5","352.5","328.4","328.4","340.8","340.7","30.9","31.4","61.8","62.3","0.03","0.00","-625.3","-30.3","807.6","62.5","1"
"251.9","1","0","0","0","0","0","0.03","-0.00","0.13","2.825","10","100.0","0.0","100.0","8157","-0.2","7","350.43","208.0","208.0","202.9","203.9","-0.09","0.12","-0.05","0.11","-0.1","0.0","262148.0","3.0","5041","5146","5398","5484","0.00","0.00","0.00","0.00","-4.39","-4.38","-3.46","-3.47","340.0","340.0","352.5","352.5","328.3","328.3","340.8","340.7","31.1","31.5","61.9","62.2","0.03","0.00","-625.3","-30.7","821.5","62.5","1"
"252.8","1","0","0","0","0","0","-0.03","-0.00","0.12","3.025","10","100.0","0.0","100.0","8185","-0.2","7","350.26","208.8","208.7","203.6","204.6","-0.15","0.09","-0.12","0.07","-0.1","0.0","262148.0","3.0","5164","5059","5514","5390","0.00","0.00","0.00","0.00","-4.37","-4.42","-3.45","-3.49","340.0","340.0","352.5","352.5","328.0","328.5","340.5","340.9","31.5","31.3","62.3","62.0","0.04","0.00","-625.4","-31.1","835.6","62.5","1"
"253.6","1","0","0","0","0","0","0.00","-0.00","0.13","3.225","10","100.0","0.0","100.0","8212","-0.8","7","350.09","209.5","209.4","204.2","205.3","-0.12","0.13","-0.10","0.08","-0.1","0.0","262148.0","3.0","5159","5118","5490","5431","0.00","0.00","0.00","0.00","-4.37","-4.42","-3.46","-3.48","340.0","340.0","352.5","352.5","328.0","328.4","340.6","340.8","31.7","31.5","62.4","62.0","0.04","0.00","-625.4","-31.5","849.6","62.5","1"
"254.4","1","0","0","0","0","0","-0.03","0.00","0.11","3.425","10","100.0","0.0","100.0","8238","2.1","7","349.96","210.2","210.1","204.9","205.9","-0.19","0.03","-0.07","0.09","-0.1","0.0","262148.0","3.0","5191","5118","5521","5415","0.00","0.00","0.00","0.00","-4.39","-4.40","-3.46","-3.49","340.0","340.0","352.5","352.5","328.0","328.4","340.5","340.9","31.7","31.6","62.4","62.1","0.04","0.00","-625.4","-31.9","863.7","62.5","1"
"255.2","1","0","0","0","0","0","-0.34","0.01","0.12","3.625","10","100.0","0.0","100.0","8264","8.0","7","349.86","211.2","210.4","205.7","206.4","-0.64","-0.41","-0.33","-0.15","-0.1","0.0","262148.0","3.0","5632","4709","6109","4941","0.00","0.00","0.00","0.00","-4.29","-4.51","-3.31","-3.62","340.0","340.0","352.5","352.5","326.9","329.3","339.2","341.9","33.2","30.4","63.6","60.7","0.04","0.00","-625.4","-32.3","877.9","62.5","1"
"255.9","1","0","0","0","0","0","-0.71","-0.00","-0.02","3.825","10","71.9","4.5","100.0","8253","10.3","7","350.20","211.5","210.1","205.8","205.8","-1.08","-0.84","-0.70","-0.51","-0.4","0.0","262148.0","3.0","6162","4316","6678","4282","0.00","0.00","0.00","0.00","-4.12","-4.68","-3.10","-3.76","340.0","340.0","352.5","352.5","325.7","330.2","338.0","343.3","35.5","28.8","64.2","57.6","0.05","0.00","-625.2","-32.7","892.1","62.5","1"
"250.3","1","0","0","0","0","0","-0.84","0.03","-1.32","4.025","10","0.0","59.4","100.0","7848","5.8","7","349.30","202.3","198.3","196.3","195.0","-1.22","-0.85","-1.04","-0.85","-3.1","-4.0","262137.0","-1.0","8381","5733","5232","2848","0.00","0.00","0.00","0.00","-4.04","-4.93","-2.84","-3.70","340.0","340.0","352.5","352.5","320.6","327.0","341.2","346.4","42.6","33.5","60.2","49.2","0.05","0.00","-624.8","-33.1","906.2","62.5","1"
"239.4","1","0","0","0","0","0","-0.95","-0.02","-1.61","4.225","10","0.0","74.2","100.0","7440","2.6","7","353.57","191.4","182.4","186.4","184.6","-1.48","-1.08","-1.55","-1.37","-4.3","-8.0","262137.0","-1.0","8553","5194","4706","2405","0.00","0.00","0.00","0.00","-3.91","-5.05","-2.63","-3.61","340.0","340.0","352.5","352.5","320.3","328.2","342.3","347.3","42.9","32.6","55.3","41.3","0.05","0.00","-624.0","-33.4","919.8","62.5","1"
"228.1","1","0","0","0","0","0","-1.21","-0.04","-1.49","4.425","10","0.0","70.3","100.0","7077","7.5","7","356.56","182.7","165.9","177.9","175.0","-2.12","-1.74","-2.07","-1.89","-4.1","-11.0","262137.0","-1.0","8733","4382","4893","2081","0.00","0.00","0.00","0.00","-3.74","-5.17","-2.41","-3.69","340.0","340.0","352.5","352.5","319.9","330.1","341.9","348.0","43.2","29.3","55.0","35.9","0.05","0.00","-623.0","-33.8","932.7","62.5","1"
"218.4","1","1","0","0","0","0","-1.49","-0.04","-1.17","4.625","10","0.0","59.4","100.0","7979","11.4","6","358.39","175.6","161.8","171.5","169.5","-2.80","-2.46","-2.61","-2.46","-3.8","-10.0","262137.0","-1.0","8726","3424","5484","1882","0.00","0.00","0.00","0.00","-3.56","-5.28","-2.25","-3.85","340.0","340.0","352.5","352.5","320.0","332.3","340.6","348.5","43.0","25.5","57.2","33.7","0.05","0.00","-621.5","-34.1","945.0","62.5","1"
"210.2","1","0","0","0","0","0","-1.59","-0.05","-0.83","4.825","10","0.0","29.5","100.0","7645","2.1","6","359.84","172.5","164.9","164.9","161.9","-2.58","-2.24","-3.07","-2.97","-1.8","-4.0","262137.0","-1.0","8478","2936","5659","1884","0.00","0.00","0.00","0.00","-3.41","-5.41","-2.18","-3.89","340.0","340.0","352.5","352.5","320.6","333.4","340.3","348.4","42.9","23.7","57.5","32.2","0.06","0.00","-619.6","-34.5","956.7","62.5","1"
"204.0","1","0","0","0","0","0","-1.76","-0.04","-0.80","5.025","10","0.0","29.5","100.0","7433","27.7","6","360.44","166.6","157.5","160.5","157.2","-3.80","-3.56","-3.05","-2.92","-2.1","-5.0","262137.0","-1.0","8563","2559","5977","1626","0.00","0.00","0.00","0.00","-3.44","-5.32","-2.11","-4.03","340.0","340.0","352.5","352.5","320.4","334.2","339.6","349.0","42.7","21.3","60.1","32.2","0.06","0.00","-617.2","-34.8","967.9","62.5","1"
"198.4","1","0","0","0","0","0","-1.39","-0.29","-0.72","5.225","10","2.4","15.2","100.0","7193","21.3","6","366.05","161.8","147.0","154.9","152.6","-4.11","-3.91","-3.79","-3.68","-1.8","-11.0","262137.0","-1.0","5996","3203","4101","1392","0.00","0.00","0.00","0.00","-3.46","-2.46","-2.19","-3.75","340.0","340.0","352.5","352.5","326.3","332.8","343.7","349.5","35.7","17.6","55.0","29.4","0.06","0.00","-614.2","-35.1","978.7","62.5","1"
"194.4","1","0","0","0","0","0","-1.58","-0.30","-0.50","5.425","10","0.0","10.4","100.0","7037","76.6","6","365.41","157.3","141.5","152.3","148.4","-8.01","-8.03","-4.59","-4.46","-1.9","-10.0","262137.0","-1.0","6819","1431","5093","1169","0.00","0.00","0.00","0.00","-2.71","-3.15","-1.18","-2.10","340.0","340.0","352.5","352.5","324.5","336.8","341.5","350.0","36.1","13.4","59.1","24.7","0.06","0.00","-610.6","-35.5","989.0","62.5","1"
"190.0","1","0","0","0","0","0","-2.06","-0.00","-0.46","5.625","10","0.0","4.3","100.0","6926","106.1","6","359.21","155.0","146.1","149.8","146.2","-10.05","-10.20","-5.19","-5.08","-1.1","-4.0","262137.0","-1.0","8811","1280","6818","1646","0.00","0.00","0.00","0.00","-3.53","-3.57","-1.77","-2.89","340.0","340.0","352.5","352.5","320.0","337.1","337.9","348.9","42.4","16.3","61.1","27.3","0.06","0.00","-606.6","-35.9","998.9","62.5","1"
"185.8","1","0","0","0","0","0","-1.92","-0.14","-0.37","5.825","10","0.0","0.2","100.0","6806","118.8","6","359.78","151.7","147.5","146.6","144.4","-10.75","-10.94","-4.96","-4.86","-0.8","-1.0","262148.0","-1.0","8491","1394","5885","1581","0.00","0.00","0.00","0.00","-3.74","-4.64","-2.06","-4.13","340.0","340.0","352.5","352.5","320.9","336.8","339.9","349.1","41.7","16.7","62.7","31.3","0.07","0.00","-601.9","-36.3","1008.2","62.5","1"
"182.6","1","0","0","0","0","1","-2.18","0.05","-0.25","6.025","10","67.2","0.0","100.0","8703","78.5","1","358.37","150.5","146.8","146.2","144.0","-8.15","-8.19","-4.05","-3.93","-0.5","0.0","262148.0","-1.0","8658","1401","7733","2132","0.00","0.00","0.00","0.00","-3.60","-4.98","-1.99","-4.25","340.0","340.0","352.5","352.5","320.6","336.8","335.9","347.9","42.8","17.0","64.0","32.3","0.07","0.00","-596.6","-36.7","1016.9","62.5","1"
"181.9","1","0","0","0","0","0","-1.76","0.17","0.20","6.225","10","63.3","0.0","100.0","8275","-2.1","5","357.81","151.2","148.3","147.2","147.5","-2.39","-2.13","-2.75","-2.62","-0.1","0.0","262148.0","3.0","7282","1553","8511","2837","0.00","0.00","0.00","0.00","-3.21","-5.44","-2.27","-4.23","340.0","340.0","352.5","352.5","323.7","336.5","334.3","346.4","40.2","16.5","65.8","40.9","0.07","0.00","-590.7","-37.0","1025.1","62.5","1"
"182.8","1","0","0","0","0","0","-1.53","0.23","0.19","6.425","10","71.1","0.0","100.0","8305","50.8","5","356.82","151.7","149.3","147.6","148.2","-3.33","-3.17","-1.20","-1.05","-0.3","0.0","262148.0","3.0","7136","2794","7922","3153","0.00","0.00","0.00","0.00","-3.85","-4.84","-2.53","-4.08","340.0","340.0","352.5","352.5","324.1","333.7","335.6","345.7","38.9","21.3","65.3","46.2","0.07","0.00","-584.3","-37.3","1032.9","62.5","1"
"183.0","1","0","0","0","0","0","-1.87","0.03","-0.07","6.625","10","36.9","0.0","100.0","8309","54.1","5","360.41","152.7","148.6","148.1","147.9","-4.18","-4.06","-2.43","-2.31","-0.1","0.0","262148.0","3.0","7845","1587","7996","1580","0.00","0.00","0.00","0.00","-3.68","-5.03","-2.15","-4.27","340.0","340.0","352.5","352.5","322.5","336.4","335.4","349.1","42.1","21.6","65.6","40.2","0.07","0.00","-577.3","-37.5","1040.3","62.5","1"
"181.1","1","0","0","0","0","0","-1.75","-0.03","-0.29","6.825","10","7.9","4.0","100.0","7987","8.0","5","365.25","150.8","146.6","143.5","141.0","-3.32","-3.10","-3.77","-3.66","-0.5","-1.0","262148.0","-1.0","8307","2617","6560","1707","0.00","0.00","0.00","0.00","-3.39","-5.26","-2.11","-4.07","340.0","340.0","352.5","352.5","321.5","334.1","338.5","348.8","38.5","18.1","60.6","33.0","0.08","0.00","-569.9","-37.7","1047.2","62.5","1"
"175.5","1","0","0","0","0","0","-2.30","0.40","-1.01","7.025","10","0.0","40.1","100.0","7677","19.5","5","361.01","144.9","133.3","138.7","134.8","-3.49","-3.15","-3.59","-3.45","-2.0","-6.0","262137.0","-1.0","11573","2563","8111","3164","0.00","0.00","0.00","0.00","-3.16","-5.70","-2.08","-4.15","340.0","340.0","352.5","352.5","314.3","334.2","335.2","345.6","47.0","23.6","63.3","33.3","0.08","0.00","-562.1","-37.8","1053.4","62.5","1"
"167.5","1","1","0","0","0","0","-1.50","0.13","-1.32","7.225","10","0.0","59.4","100.0","7233","18.9","5","371.55","133.4","127.5","129.3","128.4","-3.38","-3.15","-2.96","-2.85","-4.6","-8.0","262137.0","-1.0","8253","4230","4482","1465","0.00","0.00","0.00","0.00","-3.71","-4.96","-2.42","-3.62","340.0","340.0","352.5","352.5","321.7","330.4","343.0","349.3","36.5","20.9","51.9","34.7","0.08","0.00","-554.3","-37.8","1058.7","62.5","1"
"158.7","1","1","0","0","0","0","-1.44","-0.12","-1.08","7.425","10","0.0","58.7","100.0","6795","45.8","5","373.89","124.6","119.7","123.1","118.9","-4.72","-4.51","-3.38","-3.28","-5.8","-7.0","262137.0","-5.0","7522","2724","4403","1006","0.00","0.00","0.00","0.00","-3.75","-4.99","-2.12","-3.72","340.0","340.0","352.5","352.5","323.3","333.8","343.1","350.3","40.7","21.7","52.0","27.7","0.08","0.00","-546.5","-37.8","1063.4","62.5","1"
"150.3","1","1","0","0","0","0","-1.64","0.00","-1.04","7.625","10","0.0","45.9","100.0","6414","76.7","5","373.98","117.8","104.3","117.1","111.3","-7.04","-6.98","-4.30","-4.23","-6.0","-14.0","262137.0","-5.0","8304","2492","4966","1313","0.00","0.00","0.00","0.00","-3.78","-4.88","-1.96","-3.83","340.0","340.0","352.5","352.5","321.6","334.3","342.0","349.6","41.7","20.7","53.2","24.3","0.08","0.00","-538.8","-37.8","1067.3","62.5","1"
"142.5","1","1","0","0","0","0","-2.12","0.19","-0.82","7.825","10","0.0","33.4","100.0","6179","101.0","5","372.09","113.0","93.5","112.6","107.5","-9.21","-9.34","-5.61","-5.58","-4.6","-17.0","262137.0","-5.0","9172","1032","7342","2315","0.00","0.00","0.00","0.00","-3.57","-4.90","-1.89","-4.16","340.0","340.0","352.5","352.5","319.8","337.7","336.9","347.5","43.6","19.0","61.2","27.5","0.08","0.00","-531.3","-37.8","1070.4","62.5","1"
"136.8","1","1","0","0","0","0","-1.82","0.05","-0.69","8.025","10","16.0","25.1","100.0","8399","119.1","1","376.03","107.6","91.5","108.6","104.8","-10.60","-10.86","-5.44","-5.37","-4.9","-16.0","262148.0","-1.0","8558","2258","5711","824","0.00","0.00","0.00","0.00","-3.92","-4.53","-1.95","-4.01","340.0","340.0","352.5","352.5","321.2","334.9","340.4","350.7","39.6","17.7","56.9","27.2","0.08","0.00","-523.9","-37.7","1072.7","62.5","1"
"131.0","1","1","0","0","0","0","-1.89","0.13","-0.82","8.225","10","0.0","25.1","100.0","6642","144.3","4","376.08","102.8","85.3","102.9","99.9","-11.19","-11.58","-4.69","-4.63","-4.8","-19.0","262137.0","-1.0","8520","2145","5889","1604","0.00","0.00","0.00","0.00","-4.01","-4.36","-2.00","-4.06","340.0","340.0","352.5","352.5","321.3","335.1","340.0","349.0","41.5","17.9","60.0","28.5","0.09","0.00","-516.7","-37.6","1074.2","62.5","1"
"124.8","1","0","0","0","0","0","-1.76","0.05","-0.65","8.425","10","0.0","15.5","100.0","6376","172.5","4","379.24","99.2","85.3","98.7","96.0","-11.49","-12.12","-3.78","-3.72","-3.4","-14.0","262137.0","-1.0","7802","1304","5396","1470","0.00","0.00","0.00","0.00","-4.11","-3.99","-2.01","-3.97","340.0","340.0","352.5","352.5","323.0","337.0","341.1","349.3","40.8","18.3","58.0","27.7","0.09","0.00","-509.6","-37.4","1075.0","62.5","1"
"119.6","1","0","0","0","0","0","-1.74","0.00","-0.60","8.625","10","0.0","8.7","100.0","6124","192.1","4","379.94","96.4","85.7","95.0","92.0","-12.14","-12.91","-3.75","-3.66","-2.4","-9.0","262137.0","-1.0","8478","1666","5657","631","0.00","0.00","0.00","0.00","-4.17","-3.92","-1.91","-4.01","340.0","340.0","352.5","352.5","321.5","336.2","340.5","351.1","40.7","17.2","57.9","27.6","0.09","0.00","-502.8","-37.2","1075.0","62.5","1"
"115.4","1","0","0","0","0","0","-2.00","0.16","-0.48","8.825","10","0.0","0.1","100.0","5934","197.6","4","379.20","94.5","90.0","92.2","89.0","-12.48","-13.40","-3.99","-3.93","-0.6","-1.0","262148.0","-1.0","8247","1797","6447","1798","0.00","0.00","0.00","0.00","-4.22","-3.78","-1.98","-4.06","340.0","340.0","352.5","352.5","322.1","335.9","338.8","348.6","40.4","16.4","59.5","28.2","0.09","0.00","-496.4","-36.9","1074.4","62.5","1"
"111.8","1","0","0","0","0","0","-1.98","0.14","-0.45","9.025","10","0.0","0.0","100.0","5750","180.2","4","379.33","91.9","88.2","89.3","86.2","-11.46","-12.16","-3.83","-3.77","-0.6","0.0","262148.0","-1.0","8123","1899","6221","1811","0.00","0.00","0.00","0.00","-4.18","-3.93","-1.98","-4.03","340.0","340.0","352.5","352.5","322.4","335.7","339.3","348.5","40.3","16.5","58.9","28.0","0.09","0.00","-490.2","-36.7","1073.0","62.5","1"
"109.0","1","0","0","0","0","0","-1.89","0.09","-0.19","9.225","10","30.2","0.0","100.0","5766","168.5","4","379.75","89.9","86.2","88.4","87.6","-10.55","-11.20","-3.75","-3.68","-0.6","0.0","262148.0","3.0","7682","1567","6172","1683","0.00","0.00","0.00","0.00","-4.14","-4.01","-2.01","-4.03","340.0","340.0","352.5","352.5","323.4","336.4","339.4","348.8","39.0","15.4","58.9","28.6","0.09","0.00","-484.4","-36.5","1071.1","62.5","1"
"108.0","1","0","0","0","0","0","-1.72","0.02","0.01","9.425","10","42.9","0.0","100.0","5780","162.1","4","379.88","88.9","85.4","87.9","88.6","-9.91","-10.50","-3.10","-3.03","-0.6","-1.0","262148.0","7.0","6971","1286","6083","1748","0.00","0.00","0.00","0.00","-4.19","-3.91","-2.11","-4.02","340.0","340.0","352.5","352.5","324.9","337.1","339.6","348.7","35.5","14.2","59.9","31.6","0.09","0.00","-479.0","-36.3","1068.5","62.5","1"
"108.4","1","0","0","0","0","0","-1.61","0.01","0.22","9.625","10","70.3","0.0","100.0","5887","142.1","4","379.12","89.6","85.9","88.8","91.0","-8.60","-9.08","-2.96","-2.93","-0.6","-1.0","262148.0","7.0","6490","1000","6241","1917","0.00","0.00","0.00","0.00","-4.15","-3.99","-2.21","-4.03","340.0","340.0","352.5","352.5","326.0","337.7","339.3","348.3","33.2","13.4","61.2","34.6","0.09","0.00","-473.9","-36.1","1065.3","62.5","1"
"109.5","1","0","0","0","0","0","-1.67","0.06","0.33","9.825","10","77.0","0.0","100.0","5975","71.5","4","377.71","91.5","87.7","90.0","92.4","-4.96","-5.02","-3.12","-3.13","-0.3","0.0","262148.0","7.0","6433","982","6367","2103","0.00","0.00","0.00","0.00","-3.80","-4.60","-2.23","-4.04","340.0","340.0","352.5","352.5","326.1","337.8","339.0","347.9","33.4","13.2","61.9","35.2","0.09","0.00","-469.1","-35.9","1061.6","62.5","1"
"111.3","1","0","0","0","0","0","-1.73","0.16","0.41","10.000","10","87.5","0.0","100.0","6100","47.8","4","375.35","93.1","89.8","93.5","92.7","-3.53","-3.49","-3.12","-3.00","-0.1","0.0","262148.0","7.0","6697","2028","6852","2482","0.00","0.00","0.00","0.00","-3.72","-4.81","-2.28","-4.06","340.0","340.0","352.5","352.5","325.6","335.4","338.0","347.0","32.8","13.8","62.6","37.1","0.10","0.00","-465.0","-35.8","1057.6","50.0","1"
"113.9","1","0","0","0","0","0","-1.70","0.29","0.62","10.200","10","100.0","0.0","100.0","6254","52.1","4","373.95","95.0","92.1","96.1","94.8","-3.34","-3.34","-2.55","-2.44","-0.1","0.0","262148.0","7.0","5952","2069","7229","3312","0.00","0.00","0.00","0.00","-3.85","-4.62","-2.49","-4.09","340.0","340.0","352.5","352.5","327.2","335.3","337.2","345.2","32.4","15.5","64.4","40.1","0.10","0.00","-460.9","-35.7","1052.7","62.5","1"
"116.9","1","0","0","0","0","0","-1.46","0.05","0.38","10.425","10","100.0","0.0","100.0","6386","64.9","4","376.96","97.2","94.1","98.2","96.8","-3.99","-4.07","-2.49","-2.47","-0.1","0.0","262148.0","7.0","4926","652","6702","2396","0.00","0.00","0.00","0.00","-3.92","-4.45","-2.45","-4.05","340.0","340.0","352.5","352.5","329.4","338.5","338.3","347.2","29.6","14.1","64.1","42.4","0.10","0.00","-457.1","-35.5","1047.2","50.0","1"
