"Ground Speed","ABS Enabled","ABS Active","TC Enabled","TC Active","In Pit","Engine Limiter","CG Accel Lateral","CG Accel Vertical","CG Accel Longitudinal","Lap Time","Session Lap Count","Throttle Pos","Brake Pos","Clutch Pos","Engine RPM","Steering Angle","Gear","CG Height","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Camber FL","Tire Camber FR","Tire Camber RL","Tire Camber RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","Car Pos Norm","Car Pitch Angle","Car Coord X","Car Coord Z","Car Coord Y","Raw Data Sampl Rate","Sampl Clock"
"km/h","","","","","","","G","G","G","s","","%","%","%","rpm","deg","","mm","rad/s","rad/s","rad/s","rad/s","deg","deg","deg","deg","%","%","%","%","N","N","N","N","","","","","deg","deg","deg","deg","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","","deg","m","m","m","Hz",""


"148.2","1","0","0","0","0","0","1.30","-0.18","0.42","33.225","10","100.0","0.0","100.0","8129","2.0","4","393.07","119.7","122.5","123.9","124.3","2.92","2.99","3.47","3.60","-0.6","0.0","262148.0","3.0","440","5257","2536","6413","0.00","0.00","0.00","0.00","-5.01","-3.29","-4.03","-2.34","340.0","340.0","352.5","352.5","339.0","328.3","347.0","338.5","9.3","27.8","38.3","62.8","0.26","0.00","-480.0","-8.9","231.7","62.5","1"
"150.6","1","0","0","0","0","0","0.93","-0.03","0.44","33.425","10","100.0","0.0","100.0","8127","-7.8","4","390.52","123.2","124.2","125.4","122.7","1.66","1.73","1.43","1.58","-0.3","0.0","262148.0","3.0","1799","4889","3277","5667","0.00","0.00","0.00","0.00","-4.75","-3.61","-3.81","-2.67","340.0","340.0","352.5","352.5","336.1","329.1","345.4","340.2","12.7","25.4","44.0","60.7","0.26","0.00","-477.4","-8.3","223.8","62.5","1"
"153.1","1","0","0","0","0","0","0.56","-0.12","0.33","33.625","10","100.0","0.0","100.0","8240","-20.1","4","389.73","125.2","126.3","125.3","126.3","1.29","1.33","0.52","0.66","-0.1","0.0","262148.0","3.0","2296","4101","3331","4860","0.00","0.00","0.00","0.00","-4.35","-3.99","-3.57","-2.94","340.0","340.0","352.5","352.5","335.0","330.9","345.3","341.9","15.9","22.5","48.9","57.9","0.26","0.00","-474.4","-7.7","215.9","62.5","1"
"155.6","1","0","0","0","0","0","0.72","-0.13","0.31","33.825","10","100.0","0.0","100.0","8389","-18.9","4","388.97","127.0","128.6","127.8","128.3","1.45","1.49","0.95","1.07","-0.1","0.0","262148.0","3.0","2037","4461","2998","5120","0.00","0.00","0.00","0.00","-4.43","-3.90","-3.64","-2.85","340.0","340.0","352.5","352.5","335.6","330.1","346.0","341.4","15.1","22.9","47.7","58.3","0.26","0.00","-471.2","-7.2","208.0","62.5","1"
"157.9","1","0","0","0","0","0","0.82","-0.10","0.32","34.025","10","100.0","0.0","100.0","8506","-19.7","4","387.40","128.9","130.5","129.5","130.2","1.64","1.68","1.11","1.23","-0.1","0.0","262148.0","3.0","2077","4641","3141","5231","0.00","0.00","0.00","0.00","-4.52","-3.86","-3.68","-2.81","340.0","340.0","352.5","352.5","335.5","329.7","345.7","341.1","14.9","24.4","46.9","59.3","0.26","0.00","-467.6","-6.7","200.1","62.5","1"
"160.2","1","0","0","0","0","0","0.84","-0.18","0.29","34.225","10","100.0","0.0","100.0","8632","-22.7","4","387.49","130.5","132.3","131.6","131.9","1.91","1.95","1.22","1.34","-0.1","0.0","262148.0","3.0","1583","4457","2884","5231","0.00","0.00","0.00","0.00","-4.51","-3.82","-3.71","-2.75","340.0","340.0","352.5","352.5","336.5","330.1","346.2","341.1","13.8","24.2","45.7","59.3","0.27","0.00","-463.7","-6.3","192.2","62.5","1"
"160.0","1","0","0","0","0","0","1.04","-0.03","0.25","34.425","10","100.0","0.0","100.0","7399","-22.1","5","384.41","130.5","132.8","131.6","131.9","1.85","1.97","1.43","1.57","-0.1","0.0","262148.0","3.0","2298","5890","2740","5298","0.00","0.00","0.00","0.00","-4.75","-3.78","-3.74","-2.56","340.0","340.0","352.5","352.5","335.0","326.9","346.6","341.0","17.1","30.1","39.7","57.4","0.27","0.00","-459.5","-5.8","184.3","62.5","1"
"162.2","1","0","0","0","0","0","1.14","0.02","0.26","34.625","10","100.0","0.0","100.0","7476","-22.8","5","381.71","132.3","134.4","132.9","133.4","2.07","2.15","1.44","1.55","-0.1","0.0","262148.0","3.0","2123","5809","2808","6120","0.00","0.00","0.00","0.00","-4.74","-3.73","-3.91","-2.66","340.0","340.0","352.5","352.5","335.4","327.0","346.4","339.2","16.0","29.6","46.3","63.1","0.27","0.00","-454.9","-5.5","176.7","62.5","1"
"164.3","1","0","0","0","0","0","1.01","-0.05","0.29","34.825","10","100.0","0.0","100.0","7578","-21.1","5","383.04","134.0","135.9","134.7","135.2","1.93","2.00","1.34","1.46","-0.1","0.0","262148.0","3.0","2073","5090","3159","5745","0.00","0.00","0.00","0.00","-4.64","-3.84","-3.83","-2.75","340.0","340.0","352.5","352.5","335.5","328.6","345.6","340.0","15.7","27.5","46.6","61.8","0.27","0.00","-449.9","-5.1","169.1","62.5","1"
"166.4","1","0","0","0","0","0","0.85","-0.23","0.28","35.025","10","100.0","0.0","100.0","7686","-19.6","5","385.30","135.7","137.4","136.9","136.9","1.90","1.94","1.32","1.43","-0.1","0.0","262148.0","3.0","1491","4435","2632","5145","0.00","0.00","0.00","0.00","-4.55","-3.79","-3.74","-2.72","340.0","340.0","352.5","352.5","336.7","330.1","346.8","341.3","13.9","24.4","45.3","59.5","0.27","0.00","-444.5","-4.7","161.7","62.5","1"
"168.6","1","0","0","0","0","0","0.99","-0.09","0.30","35.225","10","100.0","0.0","100.0","7770","-22.8","5","382.13","137.5","139.4","138.1","138.6","2.03","2.07","1.33","1.45","-0.1","0.0","262148.0","3.0","1732","5018","2944","5647","0.00","0.00","0.00","0.00","-4.62","-3.77","-3.80","-2.69","340.0","340.0","352.5","352.5","336.2","328.8","346.1","340.2","14.5","26.5","45.3","61.0","0.27","0.00","-438.7","-4.4","154.4","62.5","1"
"170.7","1","0","0","0","0","0","1.02","-0.20","0.28","35.425","10","100.0","0.0","100.0","7885","-29.8","5","382.47","138.9","141.1","140.4","140.4","2.51","2.53","1.49","1.60","-0.1","0.0","262148.0","3.0","1397","4842","2635","5383","0.00","0.00","0.00","0.00","-4.55","-3.78","-3.77","-2.65","340.0","340.0","352.5","352.5","336.9","329.2","346.8","340.8","13.2","25.2","43.8","59.6","0.28","0.00","-432.6","-4.1","147.3","62.5","1"
"172.7","1","0","0","0","0","0","1.13","-0.21","0.35","35.625","10","100.0","0.0","100.0","7994","-28.5","5","381.31","140.3","142.9","143.5","141.3","2.85","2.87","1.96","2.07","-0.3","0.0","262148.0","3.0","1367","5196","2508","5418","0.00","0.00","0.00","0.00","-4.61","-3.70","-3.78","-2.55","340.0","340.0","352.5","352.5","337.0","328.4","347.0","340.7","11.9","25.1","41.1","58.7","0.28","0.00","-426.0","-3.9","140.3","62.5","1"
"174.6","1","0","0","0","0","0","1.34","-0.12","0.34","35.825","10","100.0","0.0","100.0","8072","-29.4","5","377.10","141.9","144.7","145.0","142.6","3.14","3.19","2.24","2.35","-0.3","0.0","262148.0","3.0","1332","5935","2463","6099","0.00","0.00","0.00","0.00","-4.81","-3.59","-3.95","-2.45","340.0","340.0","352.5","352.5","337.1","326.8","347.1","339.3","12.8","29.5","40.7","61.9","0.28","0.00","-419.1","-3.8","133.6","62.5","1"
"176.4","1","0","0","0","0","0","1.34","-0.13","0.32","36.025","10","100.0","0.0","100.0","8150","-28.2","5","375.36","143.4","146.1","144.8","145.5","3.11","3.17","2.20","2.32","-0.3","0.0","262148.0","3.0","1275","5802","2473","6207","0.00","0.00","0.00","0.00","-4.85","-3.59","-3.99","-2.46","340.0","340.0","352.5","352.5","337.2","327.1","347.1","339.0","13.7","31.0","41.5","63.1","0.28","0.00","-411.8","-3.7","127.2","62.5","1"
"178.3","1","0","0","0","0","0","1.17","-0.23","0.32","36.225","10","100.0","0.0","100.0","8233","-25.3","5","376.19","145.0","147.4","146.2","147.1","2.88","2.93","2.08","2.18","-0.1","0.0","262148.0","3.0","1116","5213","2430","5652","0.00","0.00","0.00","0.00","-4.75","-3.62","-3.87","-2.52","340.0","340.0","352.5","352.5","337.5","328.4","347.2","340.3","12.6","27.8","41.4","61.0","0.28","0.00","-404.0","-3.6","121.1","62.5","1"
"180.2","1","0","0","0","0","0","1.10","-0.30","0.31","36.425","10","100.0","0.0","100.0","8327","-30.0","5","375.93","146.4","148.8","149.5","147.1","3.13","3.14","2.01","2.12","-0.3","0.0","262148.0","3.0","1062","5005","2217","5158","0.00","0.00","0.00","0.00","-4.62","-3.67","-3.79","-2.52","340.0","340.0","352.5","352.5","337.7","328.8","347.7","341.3","11.4","25.5","40.3","58.8","0.28","0.00","-395.9","-3.6","115.4","62.5","1"
"182.0","1","0","0","0","0","0","1.36","-0.12","0.33","36.625","10","100.0","0.0","100.0","8394","-30.7","5","369.84","148.0","150.9","150.6","148.4","3.15","3.20","2.13","2.24","-0.1","0.0","262148.0","3.0","1414","6195","2421","6214","0.00","0.00","0.00","0.00","-4.84","-3.57","-3.97","-2.44","340.0","340.0","352.5","352.5","336.9","326.2","347.2","339.1","13.5","30.8","40.9","62.5","0.29","0.00","-387.4","-3.7","110.0","62.5","1"
"182.3","1","0","0","0","0","0","1.27","-0.26","-0.14","36.825","10","100.0","0.0","100.0","7346","-31.3","1","369.98","148.5","151.0","143.8","145.3","3.07","3.17","1.97","2.10","0.0","0.0","262148.0","-1.0","1717","6155","1602","4999","0.00","0.00","0.00","0.00","-4.85","-3.63","-3.88","-2.41","340.0","340.0","352.5","352.5","336.2","326.3","349.0","341.7","15.4","32.7","38.7","60.3","0.29","0.00","-378.6","-3.8","105.0","62.5","1"
"183.3","1","0","0","0","0","0","1.64","0.04","0.21","37.025","10","100.0","0.0","100.0","7034","-31.9","6","365.03","149.0","152.2","150.2","150.4","3.36","3.46","2.33","2.43","-0.3","0.0","262148.0","3.0","1538","6902","2515","7552","0.00","0.00","0.00","0.00","-5.02","-3.51","-4.12","-2.34","340.0","340.0","352.5","352.5","336.6","324.7","347.0","336.2","15.5","35.8","41.4","64.6","0.29","0.00","-369.5","-4.0","100.5","62.5","1"
"184.8","1","0","0","0","0","0","1.48","-0.00","0.22","37.225","10","100.0","0.0","100.0","7083","-25.9","6","365.46","150.5","153.3","151.3","151.5","2.84","2.98","2.03","2.15","-0.1","0.0","262148.0","3.0","1747","6527","2575","7026","0.00","0.00","0.00","0.00","-5.00","-3.59","-4.06","-2.43","340.0","340.0","352.5","352.5","336.1","325.5","346.9","337.3","17.3","36.3","42.5","64.1","0.29","0.00","-360.1","-4.1","96.5","62.5","1"
"186.4","1","0","0","0","0","0","1.31","0.01","0.23","37.425","10","100.0","0.0","100.0","7126","-17.9","6","365.74","152.2","154.5","152.1","152.5","2.18","2.32","1.67","1.80","-0.1","0.0","262148.0","3.0","2084","6270","2893","6746","0.00","0.00","0.00","0.00","-4.94","-3.63","-3.98","-2.56","340.0","340.0","352.5","352.5","335.4","326.1","346.2","338.0","17.6","34.0","44.8","63.8","0.29","0.00","-350.3","-4.3","93.1","62.5","1"
"188.2","1","0","0","0","0","0","1.11","0.06","0.24","37.625","10","100.0","0.0","100.0","7171","-16.7","6","364.63","154.0","155.9","152.7","153.8","1.70","1.84","1.20","1.34","-0.1","0.0","262148.0","3.0","2581","6036","3356","6726","0.00","0.00","0.00","0.00","-4.82","-3.77","-3.91","-2.73","340.0","340.0","352.5","352.5","334.3","326.6","345.2","338.0","19.4","32.9","48.7","63.8","0.29","0.00","-340.4","-4.4","90.1","62.5","1"
"190.0","1","0","0","0","0","0","0.90","-0.03","0.25","37.825","10","100.0","0.0","100.0","7236","-14.5","6","366.21","155.5","157.2","154.1","155.2","1.44","1.55","1.02","1.16","-0.1","0.0","262148.0","3.0","2523","5347","3372","5959","0.00","0.00","0.00","0.00","-4.68","-3.86","-3.79","-2.86","340.0","340.0","352.5","352.5","334.4","328.1","345.1","339.7","19.1","29.8","50.3","62.8","0.30","0.00","-330.2","-4.5","87.5","62.5","1"
"191.8","1","0","0","0","0","0","0.87","-0.02","0.25","38.025","10","100.0","0.0","100.0","7303","-13.6","6","365.56","157.1","158.7","155.5","156.6","1.34","1.46","0.95","1.10","-0.1","0.0","262148.0","3.0","2715","5453","3411","5909","0.00","0.00","0.00","0.00","-4.67","-3.87","-3.77","-2.88","340.0","340.0","352.5","352.5","333.9","327.9","345.0","339.8","19.4","29.5","50.6","62.5","0.30","0.00","-319.9","-4.6","85.2","62.5","1"
"193.6","1","0","0","0","0","0","0.81","-0.03","0.25","38.225","10","100.0","0.0","100.0","7369","-13.0","6","364.82","158.7","160.1","156.9","158.0","1.25","1.37","0.87","1.02","-0.1","0.0","262148.0","3.0","2855","5324","3501","5861","0.00","0.00","0.00","0.00","-4.63","-3.91","-3.75","-2.93","340.0","340.0","352.5","352.5","333.6","328.2","344.8","339.9","20.1","29.5","51.8","62.7","0.30","0.00","-309.3","-4.7","83.2","62.5","1"
"195.4","1","0","0","0","0","0","0.85","-0.04","0.23","38.425","10","100.0","0.0","100.0","7439","-17.3","6","364.48","160.1","161.7","158.4","159.5","1.41","1.53","0.86","1.01","-0.1","0.0","262148.0","3.0","2842","5426","3470","5937","0.00","0.00","0.00","0.00","-4.62","-3.93","-3.77","-2.93","340.0","340.0","352.5","352.5","333.7","328.0","344.9","339.7","20.0","29.4","51.9","62.8","0.30","0.00","-298.7","-4.8","81.5","62.5","1"
"197.2","1","0","0","0","0","0","1.06","0.00","0.23","38.625","10","100.0","0.0","100.0","7512","-20.8","6","363.86","161.3","163.4","160.0","161.1","1.76","1.89","1.12","1.26","-0.1","0.0","262148.0","3.0","2698","5870","3232","6310","0.00","0.00","0.00","0.00","-4.71","-3.86","-3.85","-2.82","340.0","340.0","352.5","352.5","334.0","327.0","345.4","338.9","19.8","31.5","50.3","63.5","0.30","0.00","-287.8","-5.0","80.1","62.5","1"
"198.8","1","0","0","0","0","0","1.17","-0.04","0.22","38.825","10","100.0","0.0","100.0","7583","-20.6","6","364.38","162.5","164.7","161.6","162.5","1.99","2.12","1.37","1.51","-0.1","0.0","262148.0","3.0","2417","5964","3037","6413","0.00","0.00","0.00","0.00","-4.79","-3.78","-3.90","-2.72","340.0","340.0","352.5","352.5","334.6","326.8","345.9","338.7","19.1","32.4","48.3","63.5","0.31","0.00","-276.9","-5.1","79.1","62.5","1"
"200.3","1","0","0","0","0","0","1.25","0.00","0.21","39.025","10","100.0","0.0","100.0","7643","-21.3","6","364.05","163.7","166.1","163.0","163.7","2.10","2.23","1.43","1.57","-0.1","0.0","262148.0","3.0","2420","6204","3056","6614","0.00","0.00","0.00","0.00","-4.84","-3.75","-3.93","-2.68","340.0","340.0","352.5","352.5","334.6","326.3","345.8","338.3","19.0","33.4","47.4","63.7","0.31","0.00","-265.8","-5.3","78.6","62.5","1"
"201.9","1","0","0","0","0","0","1.23","-0.03","0.21","39.225","10","100.0","0.0","100.0","7701","-20.6","6","364.07","165.0","167.3","164.2","164.9","2.08","2.22","1.44","1.57","-0.1","0.0","262148.0","3.0","2402","6140","3021","6587","0.00","0.00","0.00","0.00","-4.84","-3.75","-3.93","-2.67","340.0","340.0","352.5","352.5","334.6","326.4","345.9","338.4","19.2","33.6","47.3","63.7","0.31","0.00","-254.6","-5.4","78.6","62.5","1"
"203.4","1","0","0","0","0","0","1.24","-0.00","0.21","39.425","10","100.0","0.0","100.0","7757","-20.6","6","363.83","166.3","168.6","165.4","166.2","2.06","2.21","1.41","1.54","-0.1","0.0","262148.0","3.0","2490","6212","3085","6625","0.00","0.00","0.00","0.00","-4.84","-3.76","-3.93","-2.68","340.0","340.0","352.5","352.5","334.4","326.3","345.7","338.3","19.3","33.6","47.4","63.8","0.31","0.00","-243.4","-5.5","79.1","62.5","1"
"204.9","1","0","0","0","0","0","1.20","-0.03","0.21","39.625","10","100.0","0.0","100.0","7811","-18.5","6","363.79","167.5","169.8","166.5","167.3","1.95","2.10","1.39","1.52","-0.1","0.0","262148.0","3.0","2508","6108","3087","6574","0.00","0.00","0.00","0.00","-4.84","-3.77","-3.92","-2.70","340.0","340.0","352.5","352.5","334.4","326.5","345.7","338.4","19.6","33.6","47.8","63.7","0.31","0.00","-232.1","-5.7","80.0","62.5","1"
"206.4","1","0","0","0","0","0","1.08","-0.01","0.22","39.825","10","100.0","0.0","100.0","7860","-12.3","6","363.30","169.0","170.9","167.5","168.4","1.57","1.72","1.23","1.37","-0.1","0.0","262148.0","3.0","2738","5992","3336","6508","0.00","0.00","0.00","0.00","-4.82","-3.79","-3.88","-2.77","340.0","340.0","352.5","352.5","333.9","326.8","345.2","338.6","20.1","33.0","49.2","63.6","0.32","0.00","-220.8","-5.8","81.4","62.5","1"
"208.0","1","0","0","0","0","0","0.71","-0.01","0.23","40.025","10","100.0","0.0","100.0","7904","-4.9","6","362.52","170.9","171.9","168.4","169.4","0.88","1.03","0.78","0.93","-0.1","0.0","262148.0","3.0","3306","5352","3820","5958","0.00","0.00","0.00","0.00","-4.67","-3.94","-3.74","-3.01","340.0","340.0","352.5","352.5","332.6","328.2","344.1","339.8","21.9","30.8","53.5","63.1","0.32","0.00","-209.4","-6.0","83.3","62.5","1"
"209.7","1","0","0","0","0","0","0.43","-0.01","0.23","40.225","10","100.0","0.0","100.0","7958","-6.6","6","361.97","172.5","173.1","169.5","170.7","0.59","0.73","0.32","0.48","-0.1","0.0","262148.0","3.0","3731","4975","4266","5558","0.00","0.00","0.00","0.00","-4.49","-4.12","-3.61","-3.18","340.0","340.0","352.5","352.5","331.6","329.0","343.1","340.6","23.7","28.9","56.5","62.3","0.32","0.00","-198.0","-6.1","85.4","62.5","1"
"211.4","1","0","0","0","0","0","0.27","0.07","0.22","40.425","10","100.0","0.0","100.0","8017","-1.5","6","360.90","174.2","174.6","170.7","171.9","0.22","0.39","0.22","0.38","-0.1","0.0","262148.0","3.0","4533","5254","4584","5336","0.00","0.00","0.00","0.00","-4.45","-4.19","-3.52","-3.28","340.0","340.0","352.5","352.5","329.8","328.4","342.5","341.1","25.5","28.6","57.8","61.1","0.32","0.00","-186.5","-6.3","87.7","62.5","1"
"213.0","1","0","0","0","0","0","0.16","0.01","0.23","40.625","10","100.0","0.0","100.0","8076","-2.1","6","361.59","175.5","175.7","172.0","173.2","0.15","0.31","0.06","0.22","-0.1","0.0","262148.0","3.0","4206","4668","4789","5278","0.00","0.00","0.00","0.00","-4.38","-4.26","-3.48","-3.34","340.0","340.0","352.5","352.5","330.6","329.7","342.0","341.2","26.3","28.2","58.8","61.0","0.32","0.00","-175.0","-6.4","90.1","62.5","1"
"214.6","1","0","0","0","0","0","-0.08","0.01","0.23","40.825","10","100.0","0.0","100.0","8135","4.2","6","361.85","177.1","176.8","173.3","174.4","-0.27","-0.11","-0.11","0.05","-0.1","0.0","262148.0","3.0","4633","4350","5124","4869","0.00","0.00","0.00","0.00","-4.30","-4.33","-3.36","-3.45","340.0","340.0","352.5","352.5","329.6","330.4","341.3","342.1","27.0","26.5","59.9","59.3","0.33","0.00","-163.4","-6.5","92.6","62.5","1"
"214.9","1","0","0","0","0","0","-0.27","0.03","-0.79","41.025","10","19.4","48.9","100.0","7962","4.3","6","361.51","171.8","170.5","170.2","170.1","-0.49","-0.31","-0.35","-0.19","-3.1","-3.0","262148.0","-1.0","5414","4590","5073","4224","0.00","0.00","0.00","0.00","-4.21","-4.46","-3.24","-3.53","340.0","340.0","352.5","352.5","327.8","329.9","341.4","343.5","29.3","26.4","60.4","57.3","0.33","0.00","-151.7","-6.7","95.1","62.5","1"
"202.0","1","0","0","0","0","0","-0.42","-0.00","-1.97","41.225","10","0.0","100.0","100.0","7167","8.7","6","364.18","155.5","147.7","153.7","152.6","-1.08","-0.62","-0.72","-0.54","-7.5","-11.0","262137.0","-5.0","7710","6216","3203","2009","0.00","0.00","0.00","0.00","-4.27","-4.72","-2.70","-3.20","340.0","340.0","352.5","352.5","322.7","326.3","345.5","348.2","41.1","36.0","44.7","38.1","0.33","0.00","-140.3","-6.8","97.4","62.5","1"
"188.9","1","1","0","0","0","0","-0.63","-0.01","-1.77","41.425","10","80.0","98.1","100.0","8720","16.0","1","369.09","142.6","136.2","146.7","143.9","-1.79","-1.37","-1.16","-0.98","-9.3","-12.0","262137.0","-5.0","7436","5299","3588","2057","0.00","0.00","0.00","0.00","-4.14","-4.77","-2.46","-3.17","340.0","340.0","352.5","352.5","323.3","328.3","344.6","348.1","39.8","31.9","40.7","30.5","0.33","0.00","-129.7","-6.9","99.4","62.5","1"
"177.9","1","1","0","0","0","0","-1.10","-0.02","-1.35","41.625","10","0.0","59.4","100.0","7664","33.8","5","370.33","142.2","132.3","138.3","134.7","-2.76","-2.43","-1.58","-1.42","-4.3","-9.0","262137.0","-5.0","7791","3830","4391","1644","0.00","0.00","0.00","0.00","-3.90","-4.94","-2.18","-3.48","340.0","340.0","352.5","352.5","322.6","331.6","342.9","349.0","41.3","27.0","45.7","26.7","0.33","0.00","-119.6","-7.0","101.0","62.5","1"
"170.2","1","0","0","0","0","0","-1.72","-0.05","-0.79","41.825","10","0.0","26.0","100.0","7387","65.2","5","370.53","138.4","120.9","134.0","129.1","-5.74","-5.63","-3.77","-3.67","-2.8","-12.0","262137.0","-5.0","8237","1723","5736","1383","0.00","0.00","0.00","0.00","-3.60","-5.07","-1.92","-3.97","340.0","340.0","352.5","352.5","321.6","336.2","339.9","349.5","41.9","19.6","56.2","25.8","0.34","0.00","-110.0","-7.1","102.1","62.5","1"
"164.9","1","0","0","0","0","0","-1.91","-0.05","-0.44","42.025","10","7.9","5.5","100.0","7195","75.7","5","370.97","135.3","125.4","130.2","126.1","-8.50","-8.51","-6.04","-5.99","-1.3","-5.0","262137.0","-1.0","8108","1348","6098","1304","0.00","0.00","0.00","0.00","-3.57","-5.02","-1.89","-4.10","340.0","340.0","352.5","352.5","321.9","337.0","339.2","349.7","41.5","16.6","59.1","26.5","0.34","0.00","-100.7","-7.1","102.6","62.5","1"
"161.4","1","0","0","0","0","0","-1.96","-0.02","-0.19","42.225","10","27.0","0.0","100.0","7188","59.7","5","370.53","132.6","128.3","128.7","127.3","-9.54","-9.54","-7.59","-7.55","-0.6","-1.0","262148.0","3.0","7868","1326","6359","1497","0.00","0.00","0.00","0.00","-3.48","-5.11","-1.95","-4.15","340.0","340.0","352.5","352.5","322.5","337.1","338.6","349.3","41.0","15.3","61.3","29.1","0.34","0.00","-91.7","-7.2","102.3","62.5","1"
"158.8","1","0","0","0","0","0","-2.01","0.26","-0.20","42.425","10","29.0","0.0","100.0","7145","119.7","5","369.24","127.8","126.4","127.4","127.1","-12.70","-12.82","-7.33","-7.25","-0.4","-1.0","262148.0","3.0","3642","6233","6974","923","0.00","0.00","0.00","0.00","-3.83","1.19","-1.95","-4.35","340.0","340.0","352.5","352.5","331.9","326.2","337.3","350.5","28.5","28.5","63.9","29.3","0.34","0.00","-82.9","-7.3","101.3","62.5","1"
"157.4","1","0","0","0","0","0","-1.05","-0.62","-0.09","42.625","10","36.1","0.0","100.0","7262","118.2","5","450.94","126.2","126.0","126.1","132.5","-11.96","-12.36","-5.08","-5.04","-1.0","0.0","262148.0","7.0","6119","0","3920","0","0.00","0.04","0.00","0.00","2.95","-4.27","4.54","-9.00","340.0","340.0","352.5","352.5","326.5","340.0","344.0","352.5","15.0","3.4","43.5","15.3","0.34","0.00","-74.2","-7.4","99.7","62.5","1"
"156.3","1","0","0","0","0","0","-1.57","-0.32","0.02","42.825","10","49.6","0.0","100.0","7709","58.0","5","482.67","129.6","126.0","127.6","146.9","-6.86","-6.99","-4.40","-4.25","-0.3","0.0","262148.0","19.0","7761","0","7285","0","0.00","0.00","0.00","0.00","4.49","-12.77","6.15","-11.68","340.0","340.0","352.5","352.5","322.9","340.0","336.7","352.5","32.2","8.0","54.1","11.7","0.34","0.00","-65.8","-7.7","97.7","62.5","1"
"156.2","1","0","0","0","0","0","-1.12","-0.46","0.07","43.025","10","66.4","0.0","100.0","8322","63.6","5","403.47","127.8","126.0","127.3","169.1","-7.06","-7.22","-4.04","-3.94","-0.4","0.0","262148.0","39.0","4873","0","5663","0","0.00","0.00","0.00","0.00","-1.45","-6.56","-0.17","-5.52","340.0","340.0","352.5","352.5","329.3","340.0","340.2","352.5","18.9","5.5","58.9","13.7","0.34","0.00","-57.5","-8.0","95.1","62.5","1"
"158.0","1","0","0","0","0","0","-0.91","-0.49","0.14","43.225","10","92.2","0.0","100.0","7601","25.1","5","372.51","131.5","128.2","130.4","140.3","-2.12","-1.90","-1.74","-1.64","0.0","0.0","262148.0","15.0","6022","0","3188","0","0.00","0.00","0.00","0.00","-3.30","-5.29","-1.98","-4.20","340.0","340.0","352.5","352.5","326.7","340.0","345.6","352.5","39.9","14.5","60.3","33.4","0.35","0.00","-49.4","-8.3","91.9","62.5","1"
"160.5","1","0","0","0","0","0","-2.41","0.59","0.36","43.425","10","100.0","0.0","100.0","7482","26.4","5","357.97","133.7","129.4","133.3","133.3","-3.99","-3.98","-3.21","-3.13","-0.3","-1.0","262148.0","7.0","9252","0","13681","1904","0.00","0.00","0.00","0.00","-2.84","-5.60","-1.86","-4.88","340.0","340.0","352.5","352.5","319.6","340.0","322.8","348.4","37.2","9.2","72.2","44.2","0.35","0.00","-41.4","-8.6","88.1","62.5","1"
"163.0","1","0","0","0","0","0","-1.12","0.04","0.47","43.625","10","100.0","0.0","100.0","7522","-5.2","5","364.29","135.2","132.9","132.9","135.0","-1.39","-1.27","-2.32","-2.19","-0.1","0.0","262148.0","3.0","5928","1338","6891","3412","0.00","0.00","0.00","0.00","-2.79","-4.94","-2.11","-3.82","340.0","340.0","352.5","352.5","327.0","337.0","337.6","345.1","29.3","16.2","60.4","44.5","0.35","0.00","-33.5","-8.8","83.8","62.5","1"
"165.5","1","0","0","0","0","0","-0.76","-0.27","0.23","43.825","10","100.0","0.0","100.0","7599","29.6","5","366.17","136.6","135.3","135.9","134.7","-2.13","-2.04","-0.92","-0.76","-1.0","0.0","262148.0","3.0","5499","2262","3474","3407","0.00","0.00","0.00","0.00","-2.82","-4.12","-2.46","-3.40","340.0","340.0","352.5","352.5","327.9","335.0","345.0","345.1","22.2","18.0","60.7","50.2","0.35","0.00","-25.8","-9.1","79.0","62.5","1"
"167.9","1","0","0","0","0","0","-0.81","-0.02","0.19","44.025","10","100.0","0.0","100.0","7730","0.1","5","352.83","138.8","137.6","138.7","136.6","-1.01","-0.88","-1.57","-1.22","0.3","0.0","262148.0","3.0","3753","2862","16721","3538","0.00","0.00","0.00","0.00","-3.25","-4.14","-24.09","-3.21","340.0","340.0","352.5","352.5","331.7","333.6","316.3","344.9","26.8","18.7","60.9","52.4","0.35","0.00","-18.0","-9.3","73.8","62.5","1"
